band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_1_10,band_1_11,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_2_10,band_2_11,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_3_10,band_3_11,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_4_10,band_4_11,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_5_10,band_5_11,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_6_10,band_6_11,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_7_10,band_7_11,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_8_10,band_8_11,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_9_10,band_9_11,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_10_10,band_10_11,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_11_10,band_11_11,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9,band_12_10,band_12_11,census_code
58,55,50,69,56,9,108,58,57,58,59,58,55,50,69,56,9,108,58,57,58,59,58,55,50,69,56,9,108,58,57,58,59,58,55,50,69,56,9,108,58,57,58,59,58,55,50,69,56,9,108,58,57,58,59,58,55,50,69,56,9,108,58,57,58,59,58,55,50,69,56,9,108,58,57,58,59,58,55,50,69,56,9,108,58,57,58,59,58,55,50,69,56,9,108,58,57,58,59,58,55,50,69,56,9,108,58,57,58,59,58,55,50,69,56,9,108,58,57,58,59,58,55,50,69,56,9,108,58,57,58,59,519
871,1134,1895,1128,1482,1040,1384,1527,1173,1231,1537,871,1134,1895,1128,1482,1040,1384,1527,1173,1231,1537,871,1134,1895,1128,1482,1040,1384,1527,1173,1231,1537,871,1134,1895,1128,1482,1040,1384,1527,1173,1231,1537,871,1134,1895,1128,1482,1040,1384,1527,1173,1231,1537,871,1134,1895,1128,1482,1040,1384,1527,1173,1231,1537,871,1134,1895,1128,1482,1040,1384,1527,1173,1231,1537,871,1134,1895,1128,1482,1040,1384,1527,1173,1231,1537,871,1134,1895,1128,1482,1040,1384,1527,1173,1231,1537,871,1134,1895,1128,1482,1040,1384,1527,1173,1231,1537,871,1134,1895,1128,1482,1040,1384,1527,1173,1231,1537,871,1134,1895,1128,1482,1040,1384,1527,1173,1231,1537,448
1164,1330,1208,1246,1260,1281,1241,1248,1248,1250,1271,1164,1330,1208,1246,1260,1281,1241,1248,1248,1250,1271,1164,1330,1208,1246,1260,1281,1241,1248,1248,1250,1271,1164,1330,1208,1246,1260,1281,1241,1248,1248,1250,1271,1164,1330,1208,1246,1260,1281,1241,1248,1248,1250,1271,1164,1330,1208,1246,1260,1281,1241,1248,1248,1250,1271,1164,1330,1208,1246,1260,1281,1241,1248,1248,1250,1271,1164,1330,1208,1246,1260,1281,1241,1248,1248,1250,1271,1164,1330,1208,1246,1260,1281,1241,1248,1248,1250,1271,1164,1330,1208,1246,1260,1281,1241,1248,1248,1250,1271,1164,1330,1208,1246,1260,1281,1241,1248,1248,1250,1271,1164,1330,1208,1246,1260,1281,1241,1248,1248,1250,1271,617
349,284,411,173,456,331,420,281,415,326,387,349,284,411,173,456,331,420,281,415,326,387,349,284,411,173,456,331,420,281,415,326,387,349,284,411,173,456,331,420,281,415,326,387,349,284,411,173,456,331,420,281,415,326,387,349,284,411,173,456,331,420,281,415,326,387,349,284,411,173,456,331,420,281,415,326,387,349,284,411,173,456,331,420,281,415,326,387,349,284,411,173,456,331,420,281,415,326,387,349,284,411,173,456,331,420,281,415,326,387,349,284,411,173,456,331,420,281,415,326,387,349,284,411,173,456,331,420,281,415,326,387,88
1846,1913,1847,1899,1890,1860,1827,1953,1867,1891,1880,1846,1913,1847,1899,1890,1860,1827,1953,1867,1891,1880,1846,1913,1847,1899,1890,1860,1827,1953,1867,1891,1880,1846,1913,1847,1899,1890,1860,1827,1953,1867,1891,1880,1846,1913,1847,1899,1890,1860,1827,1953,1867,1891,1880,1846,1913,1847,1899,1890,1860,1827,1953,1867,1891,1880,1846,1913,1847,1899,1890,1860,1827,1953,1867,1891,1880,1846,1913,1847,1899,1890,1860,1827,1953,1867,1891,1880,1846,1913,1847,1899,1890,1860,1827,1953,1867,1891,1880,1846,1913,1847,1899,1890,1860,1827,1953,1867,1891,1880,1846,1913,1847,1899,1890,1860,1827,1953,1867,1891,1880,1846,1913,1847,1899,1890,1860,1827,1953,1867,1891,1880,158
3113,3346,3466,3131,3539,3286,3344,3326,3321,3318,3320,3113,3346,3466,3131,3539,3286,3344,3326,3321,3318,3320,3113,3346,3466,3131,3539,3286,3344,3326,3321,3318,3320,3113,3346,3466,3131,3539,3286,3344,3326,3321,3318,3320,3113,3346,3466,3131,3539,3286,3344,3326,3321,3318,3320,3113,3346,3466,3131,3539,3286,3344,3326,3321,3318,3320,3113,3346,3466,3131,3539,3286,3344,3326,3321,3318,3320,3113,3346,3466,3131,3539,3286,3344,3326,3321,3318,3320,3113,3346,3466,3131,3539,3286,3344,3326,3321,3318,3320,3113,3346,3466,3131,3539,3286,3344,3326,3321,3318,3320,3113,3346,3466,3131,3539,3286,3344,3326,3321,3318,3320,3113,3346,3466,3131,3539,3286,3344,3326,3321,3318,3320,57
1113,1541,1378,1356,1336,1301,1406,1203,1495,1289,1408,1113,1541,1378,1356,1336,1301,1406,1203,1495,1289,1408,1113,1541,1378,1356,1336,1301,1406,1203,1495,1289,1408,1113,1541,1378,1356,1336,1301,1406,1203,1495,1289,1408,1113,1541,1378,1356,1336,1301,1406,1203,1495,1289,1408,1113,1541,1378,1356,1336,1301,1406,1203,1495,1289,1408,1113,1541,1378,1356,1336,1301,1406,1203,1495,1289,1408,1113,1541,1378,1356,1336,1301,1406,1203,1495,1289,1408,1113,1541,1378,1356,1336,1301,1406,1203,1495,1289,1408,1113,1541,1378,1356,1336,1301,1406,1203,1495,1289,1408,1113,1541,1378,1356,1336,1301,1406,1203,1495,1289,1408,1113,1541,1378,1356,1336,1301,1406,1203,1495,1289,1408,233
585,504,688,435,519,573,1040,417,700,751,660,585,504,688,435,519,573,1040,417,700,751,660,585,504,688,435,519,573,1040,417,700,751,660,585,504,688,435,519,573,1040,417,700,751,660,585,504,688,435,519,573,1040,417,700,751,660,585,504,688,435,519,573,1040,417,700,751,660,585,504,688,435,519,573,1040,417,700,751,660,585,504,688,435,519,573,1040,417,700,751,660,585,504,688,435,519,573,1040,417,700,751,660,585,504,688,435,519,573,1040,417,700,751,660,585,504,688,435,519,573,1040,417,700,751,660,585,504,688,435,519,573,1040,417,700,751,660,629
1073,1097,1090,970,1271,1049,1217,861,1164,1177,1284,1073,1097,1090,970,1271,1049,1217,861,1164,1177,1284,1073,1097,1090,970,1271,1049,1217,861,1164,1177,1284,1073,1097,1090,970,1271,1049,1217,861,1164,1177,1284,1073,1097,1090,970,1271,1049,1217,861,1164,1177,1284,1073,1097,1090,970,1271,1049,1217,861,1164,1177,1284,1073,1097,1090,970,1271,1049,1217,861,1164,1177,1284,1073,1097,1090,970,1271,1049,1217,861,1164,1177,1284,1073,1097,1090,970,1271,1049,1217,861,1164,1177,1284,1073,1097,1090,970,1271,1049,1217,861,1164,1177,1284,1073,1097,1090,970,1271,1049,1217,861,1164,1177,1284,1073,1097,1090,970,1271,1049,1217,861,1164,1177,1284,355
2442,2453,2489,2485,2463,1707,3157,2532,2405,2394,2613,2442,2453,2489,2485,2463,1707,3157,2532,2405,2394,2613,2442,2453,2489,2485,2463,1707,3157,2532,2405,2394,2613,2442,2453,2489,2485,2463,1707,3157,2532,2405,2394,2613,2442,2453,2489,2485,2463,1707,3157,2532,2405,2394,2613,2442,2453,2489,2485,2463,1707,3157,2532,2405,2394,2613,2442,2453,2489,2485,2463,1707,3157,2532,2405,2394,2613,2442,2453,2489,2485,2463,1707,3157,2532,2405,2394,2613,2442,2453,2489,2485,2463,1707,3157,2532,2405,2394,2613,2442,2453,2489,2485,2463,1707,3157,2532,2405,2394,2613,2442,2453,2489,2485,2463,1707,3157,2532,2405,2394,2613,2442,2453,2489,2485,2463,1707,3157,2532,2405,2394,2613,504
749,740,650,844,776,623,809,758,821,739,771,749,740,650,844,776,623,809,758,821,739,771,749,740,650,844,776,623,809,758,821,739,771,749,740,650,844,776,623,809,758,821,739,771,749,740,650,844,776,623,809,758,821,739,771,749,740,650,844,776,623,809,758,821,739,771,749,740,650,844,776,623,809,758,821,739,771,749,740,650,844,776,623,809,758,821,739,771,749,740,650,844,776,623,809,758,821,739,771,749,740,650,844,776,623,809,758,821,739,771,749,740,650,844,776,623,809,758,821,739,771,749,740,650,844,776,623,809,758,821,739,771,261
782,758,891,759,858,707,837,899,811,823,813,782,758,891,759,858,707,837,899,811,823,813,782,758,891,759,858,707,837,899,811,823,813,782,758,891,759,858,707,837,899,811,823,813,782,758,891,759,858,707,837,899,811,823,813,782,758,891,759,858,707,837,899,811,823,813,782,758,891,759,858,707,837,899,811,823,813,782,758,891,759,858,707,837,899,811,823,813,782,758,891,759,858,707,837,899,811,823,813,782,758,891,759,858,707,837,899,811,823,813,782,758,891,759,858,707,837,899,811,823,813,782,758,891,759,858,707,837,899,811,823,813,220
2719,3487,3005,3152,3021,3058,3183,3197,3036,3179,3118,2719,3487,3005,3152,3021,3058,3183,3197,3036,3179,3118,2719,3487,3005,3152,3021,3058,3183,3197,3036,3179,3118,2719,3487,3005,3152,3021,3058,3183,3197,3036,3179,3118,2719,3487,3005,3152,3021,3058,3183,3197,3036,3179,3118,2719,3487,3005,3152,3021,3058,3183,3197,3036,3179,3118,2719,3487,3005,3152,3021,3058,3183,3197,3036,3179,3118,2719,3487,3005,3152,3021,3058,3183,3197,3036,3179,3118,2719,3487,3005,3152,3021,3058,3183,3197,3036,3179,3118,2719,3487,3005,3152,3021,3058,3183,3197,3036,3179,3118,2719,3487,3005,3152,3021,3058,3183,3197,3036,3179,3118,2719,3487,3005,3152,3021,3058,3183,3197,3036,3179,3118,480
2481,2395,2513,2131,2853,2475,2442,2564,2460,2507,2483,2481,2395,2513,2131,2853,2475,2442,2564,2460,2507,2483,2481,2395,2513,2131,2853,2475,2442,2564,2460,2507,2483,2481,2395,2513,2131,2853,2475,2442,2564,2460,2507,2483,2481,2395,2513,2131,2853,2475,2442,2564,2460,2507,2483,2481,2395,2513,2131,2853,2475,2442,2564,2460,2507,2483,2481,2395,2513,2131,2853,2475,2442,2564,2460,2507,2483,2481,2395,2513,2131,2853,2475,2442,2564,2460,2507,2483,2481,2395,2513,2131,2853,2475,2442,2564,2460,2507,2483,2481,2395,2513,2131,2853,2475,2442,2564,2460,2507,2483,2481,2395,2513,2131,2853,2475,2442,2564,2460,2507,2483,2481,2395,2513,2131,2853,2475,2442,2564,2460,2507,2483,340
1143,1151,1075,1167,1162,1118,1095,1270,1157,1145,1155,1143,1151,1075,1167,1162,1118,1095,1270,1157,1145,1155,1143,1151,1075,1167,1162,1118,1095,1270,1157,1145,1155,1143,1151,1075,1167,1162,1118,1095,1270,1157,1145,1155,1143,1151,1075,1167,1162,1118,1095,1270,1157,1145,1155,1143,1151,1075,1167,1162,1118,1095,1270,1157,1145,1155,1143,1151,1075,1167,1162,1118,1095,1270,1157,1145,1155,1143,1151,1075,1167,1162,1118,1095,1270,1157,1145,1155,1143,1151,1075,1167,1162,1118,1095,1270,1157,1145,1155,1143,1151,1075,1167,1162,1118,1095,1270,1157,1145,1155,1143,1151,1075,1167,1162,1118,1095,1270,1157,1145,1155,1143,1151,1075,1167,1162,1118,1095,1270,1157,1145,1155,67
1477,1437,1568,1495,692,1739,1991,1279,1525,1636,1769,1477,1437,1568,1495,692,1739,1991,1279,1525,1636,1769,1477,1437,1568,1495,692,1739,1991,1279,1525,1636,1769,1477,1437,1568,1495,692,1739,1991,1279,1525,1636,1769,1477,1437,1568,1495,692,1739,1991,1279,1525,1636,1769,1477,1437,1568,1495,692,1739,1991,1279,1525,1636,1769,1477,1437,1568,1495,692,1739,1991,1279,1525,1636,1769,1477,1437,1568,1495,692,1739,1991,1279,1525,1636,1769,1477,1437,1568,1495,692,1739,1991,1279,1525,1636,1769,1477,1437,1568,1495,692,1739,1991,1279,1525,1636,1769,1477,1437,1568,1495,692,1739,1991,1279,1525,1636,1769,1477,1437,1568,1495,692,1739,1991,1279,1525,1636,1769,135
1437,1405,1478,1440,1434,1439,1416,1465,1446,1441,1440,1437,1405,1478,1440,1434,1439,1416,1465,1446,1441,1440,1437,1405,1478,1440,1434,1439,1416,1465,1446,1441,1440,1437,1405,1478,1440,1434,1439,1416,1465,1446,1441,1440,1437,1405,1478,1440,1434,1439,1416,1465,1446,1441,1440,1437,1405,1478,1440,1434,1439,1416,1465,1446,1441,1440,1437,1405,1478,1440,1434,1439,1416,1465,1446,1441,1440,1437,1405,1478,1440,1434,1439,1416,1465,1446,1441,1440,1437,1405,1478,1440,1434,1439,1416,1465,1446,1441,1440,1437,1405,1478,1440,1434,1439,1416,1465,1446,1441,1440,1437,1405,1478,1440,1434,1439,1416,1465,1446,1441,1440,1437,1405,1478,1440,1434,1439,1416,1465,1446,1441,1440,360
6007,5994,6094,6043,6043,5572,6261,6220,6079,5902,6192,6007,5994,6094,6043,6043,5572,6261,6220,6079,5902,6192,6007,5994,6094,6043,6043,5572,6261,6220,6079,5902,6192,6007,5994,6094,6043,6043,5572,6261,6220,6079,5902,6192,6007,5994,6094,6043,6043,5572,6261,6220,6079,5902,6192,6007,5994,6094,6043,6043,5572,6261,6220,6079,5902,6192,6007,5994,6094,6043,6043,5572,6261,6220,6079,5902,6192,6007,5994,6094,6043,6043,5572,6261,6220,6079,5902,6192,6007,5994,6094,6043,6043,5572,6261,6220,6079,5902,6192,6007,5994,6094,6043,6043,5572,6261,6220,6079,5902,6192,6007,5994,6094,6043,6043,5572,6261,6220,6079,5902,6192,6007,5994,6094,6043,6043,5572,6261,6220,6079,5902,6192,521
258,307,275,301,223,264,329,328,234,338,293,258,307,275,301,223,264,329,328,234,338,293,258,307,275,301,223,264,329,328,234,338,293,258,307,275,301,223,264,329,328,234,338,293,258,307,275,301,223,264,329,328,234,338,293,258,307,275,301,223,264,329,328,234,338,293,258,307,275,301,223,264,329,328,234,338,293,258,307,275,301,223,264,329,328,234,338,293,258,307,275,301,223,264,329,328,234,338,293,258,307,275,301,223,264,329,328,234,338,293,258,307,275,301,223,264,329,328,234,338,293,258,307,275,301,223,264,329,328,234,338,293,276
3795,3858,3866,3733,3768,4086,3642,4069,3830,3876,3887,3795,3858,3866,3733,3768,4086,3642,4069,3830,3876,3887,3795,3858,3866,3733,3768,4086,3642,4069,3830,3876,3887,3795,3858,3866,3733,3768,4086,3642,4069,3830,3876,3887,3795,3858,3866,3733,3768,4086,3642,4069,3830,3876,3887,3795,3858,3866,3733,3768,4086,3642,4069,3830,3876,3887,3795,3858,3866,3733,3768,4086,3642,4069,3830,3876,3887,3795,3858,3866,3733,3768,4086,3642,4069,3830,3876,3887,3795,3858,3866,3733,3768,4086,3642,4069,3830,3876,3887,3795,3858,3866,3733,3768,4086,3642,4069,3830,3876,3887,3795,3858,3866,3733,3768,4086,3642,4069,3830,3876,3887,3795,3858,3866,3733,3768,4086,3642,4069,3830,3876,3887,563
620,834,641,1128,1499,1405,990,903,620,834,641,1128,1499,1405,990,903,620,834,641,1128,1499,1405,990,903,620,834,641,1128,1499,1405,990,903,620,834,641,1128,1499,1405,990,903,620,834,641,1128,1499,1405,990,903,620,834,641,1128,1499,1405,990,903,620,834,641,1128,1499,1405,990,903,620,834,641,1128,1499,1405,990,903,620,834,641,1128,1499,1405,990,903,620,834,641,1128,1499,1405,990,903,620,834,641,1128,1499,1405,990,903,353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4467,4477,4482,4475,4466,4467,4436,4477,4505,4476,4501,4467,4477,4482,4475,4466,4467,4436,4477,4505,4476,4501,4467,4477,4482,4475,4466,4467,4436,4477,4505,4476,4501,4467,4477,4482,4475,4466,4467,4436,4477,4505,4476,4501,4467,4477,4482,4475,4466,4467,4436,4477,4505,4476,4501,4467,4477,4482,4475,4466,4467,4436,4477,4505,4476,4501,4467,4477,4482,4475,4466,4467,4436,4477,4505,4476,4501,4467,4477,4482,4475,4466,4467,4436,4477,4505,4476,4501,4467,4477,4482,4475,4466,4467,4436,4477,4505,4476,4501,4467,4477,4482,4475,4466,4467,4436,4477,4505,4476,4501,4467,4477,4482,4475,4466,4467,4436,4477,4505,4476,4501,4467,4477,4482,4475,4466,4467,4436,4477,4505,4476,4501,99
727,717,721,668,809,729,722,730,743,737,731,727,717,721,668,809,729,722,730,743,737,731,727,717,721,668,809,729,722,730,743,737,731,727,717,721,668,809,729,722,730,743,737,731,727,717,721,668,809,729,722,730,743,737,731,727,717,721,668,809,729,722,730,743,737,731,727,717,721,668,809,729,722,730,743,737,731,727,717,721,668,809,729,722,730,743,737,731,727,717,721,668,809,729,722,730,743,737,731,727,717,721,668,809,729,722,730,743,737,731,727,717,721,668,809,729,722,730,743,737,731,727,717,721,668,809,729,722,730,743,737,731,614
820,587,989,201,1243,876,972,788,742,905,893,820,587,989,201,1243,876,972,788,742,905,893,820,587,989,201,1243,876,972,788,742,905,893,820,587,989,201,1243,876,972,788,742,905,893,820,587,989,201,1243,876,972,788,742,905,893,820,587,989,201,1243,876,972,788,742,905,893,820,587,989,201,1243,876,972,788,742,905,893,820,587,989,201,1243,876,972,788,742,905,893,820,587,989,201,1243,876,972,788,742,905,893,820,587,989,201,1243,876,972,788,742,905,893,820,587,989,201,1243,876,972,788,742,905,893,820,587,989,201,1243,876,972,788,742,905,893,292
1362,1337,1359,1353,1388,1372,1339,1391,1358,1354,1376,1362,1337,1359,1353,1388,1372,1339,1391,1358,1354,1376,1362,1337,1359,1353,1388,1372,1339,1391,1358,1354,1376,1362,1337,1359,1353,1388,1372,1339,1391,1358,1354,1376,1362,1337,1359,1353,1388,1372,1339,1391,1358,1354,1376,1362,1337,1359,1353,1388,1372,1339,1391,1358,1354,1376,1362,1337,1359,1353,1388,1372,1339,1391,1358,1354,1376,1362,1337,1359,1353,1388,1372,1339,1391,1358,1354,1376,1362,1337,1359,1353,1388,1372,1339,1391,1358,1354,1376,1362,1337,1359,1353,1388,1372,1339,1391,1358,1354,1376,1362,1337,1359,1353,1388,1372,1339,1391,1358,1354,1376,1362,1337,1359,1353,1388,1372,1339,1391,1358,1354,1376,464
6983,7032,7001,6557,7121,7319,6887,7029,7106,7050,7032,6983,7032,7001,6557,7121,7319,6887,7029,7106,7050,7032,6983,7032,7001,6557,7121,7319,6887,7029,7106,7050,7032,6983,7032,7001,6557,7121,7319,6887,7029,7106,7050,7032,6983,7032,7001,6557,7121,7319,6887,7029,7106,7050,7032,6983,7032,7001,6557,7121,7319,6887,7029,7106,7050,7032,6983,7032,7001,6557,7121,7319,6887,7029,7106,7050,7032,6983,7032,7001,6557,7121,7319,6887,7029,7106,7050,7032,6983,7032,7001,6557,7121,7319,6887,7029,7106,7050,7032,6983,7032,7001,6557,7121,7319,6887,7029,7106,7050,7032,6983,7032,7001,6557,7121,7319,6887,7029,7106,7050,7032,6983,7032,7001,6557,7121,7319,6887,7029,7106,7050,7032,538
3331,3222,3475,3365,3405,3359,3359,3340,3379,3273,3447,3331,3222,3475,3365,3405,3359,3359,3340,3379,3273,3447,3331,3222,3475,3365,3405,3359,3359,3340,3379,3273,3447,3331,3222,3475,3365,3405,3359,3359,3340,3379,3273,3447,3331,3222,3475,3365,3405,3359,3359,3340,3379,3273,3447,3331,3222,3475,3365,3405,3359,3359,3340,3379,3273,3447,3331,3222,3475,3365,3405,3359,3359,3340,3379,3273,3447,3331,3222,3475,3365,3405,3359,3359,3340,3379,3273,3447,3331,3222,3475,3365,3405,3359,3359,3340,3379,3273,3447,3331,3222,3475,3365,3405,3359,3359,3340,3379,3273,3447,3331,3222,3475,3365,3405,3359,3359,3340,3379,3273,3447,3331,3222,3475,3365,3405,3359,3359,3340,3379,3273,3447,398
943,764,826,931,991,1287,907,960,1037,957,1033,943,764,826,931,991,1287,907,960,1037,957,1033,943,764,826,931,991,1287,907,960,1037,957,1033,943,764,826,931,991,1287,907,960,1037,957,1033,943,764,826,931,991,1287,907,960,1037,957,1033,943,764,826,931,991,1287,907,960,1037,957,1033,943,764,826,931,991,1287,907,960,1037,957,1033,943,764,826,931,991,1287,907,960,1037,957,1033,943,764,826,931,991,1287,907,960,1037,957,1033,943,764,826,931,991,1287,907,960,1037,957,1033,943,764,826,931,991,1287,907,960,1037,957,1033,943,764,826,931,991,1287,907,960,1037,957,1033,379
970,1146,1117,789,1358,1209,980,1118,1000,1261,1142,970,1146,1117,789,1358,1209,980,1118,1000,1261,1142,970,1146,1117,789,1358,1209,980,1118,1000,1261,1142,970,1146,1117,789,1358,1209,980,1118,1000,1261,1142,970,1146,1117,789,1358,1209,980,1118,1000,1261,1142,970,1146,1117,789,1358,1209,980,1118,1000,1261,1142,970,1146,1117,789,1358,1209,980,1118,1000,1261,1142,970,1146,1117,789,1358,1209,980,1118,1000,1261,1142,970,1146,1117,789,1358,1209,980,1118,1000,1261,1142,970,1146,1117,789,1358,1209,980,1118,1000,1261,1142,970,1146,1117,789,1358,1209,980,1118,1000,1261,1142,970,1146,1117,789,1358,1209,980,1118,1000,1261,1142,44
791,598,945,685,515,1290,783,804,818,819,810,791,598,945,685,515,1290,783,804,818,819,810,791,598,945,685,515,1290,783,804,818,819,810,791,598,945,685,515,1290,783,804,818,819,810,791,598,945,685,515,1290,783,804,818,819,810,791,598,945,685,515,1290,783,804,818,819,810,791,598,945,685,515,1290,783,804,818,819,810,791,598,945,685,515,1290,783,804,818,819,810,791,598,945,685,515,1290,783,804,818,819,810,791,598,945,685,515,1290,783,804,818,819,810,791,598,945,685,515,1290,783,804,818,819,810,791,598,945,685,515,1290,783,804,818,819,810,83
4766,4502,4714,4633,5295,4404,4153,5711,3935,5423,5106,4766,4502,4714,4633,5295,4404,4153,5711,3935,5423,5106,4766,4502,4714,4633,5295,4404,4153,5711,3935,5423,5106,4766,4502,4714,4633,5295,4404,4153,5711,3935,5423,5106,4766,4502,4714,4633,5295,4404,4153,5711,3935,5423,5106,4766,4502,4714,4633,5295,4404,4153,5711,3935,5423,5106,4766,4502,4714,4633,5295,4404,4153,5711,3935,5423,5106,4766,4502,4714,4633,5295,4404,4153,5711,3935,5423,5106,4766,4502,4714,4633,5295,4404,4153,5711,3935,5423,5106,4766,4502,4714,4633,5295,4404,4153,5711,3935,5423,5106,4766,4502,4714,4633,5295,4404,4153,5711,3935,5423,5106,4766,4502,4714,4633,5295,4404,4153,5711,3935,5423,5106,503
113,118,109,106,144,107,129,91,134,125,122,113,118,109,106,144,107,129,91,134,125,122,113,118,109,106,144,107,129,91,134,125,122,113,118,109,106,144,107,129,91,134,125,122,113,118,109,106,144,107,129,91,134,125,122,113,118,109,106,144,107,129,91,134,125,122,113,118,109,106,144,107,129,91,134,125,122,113,118,109,106,144,107,129,91,134,125,122,113,118,109,106,144,107,129,91,134,125,122,113,118,109,106,144,107,129,91,134,125,122,113,118,109,106,144,107,129,91,134,125,122,113,118,109,106,144,107,129,91,134,125,122,205
5010,4995,5185,4317,5536,4215,5905,5496,4896,5439,5101,5010,4995,5185,4317,5536,4215,5905,5496,4896,5439,5101,5010,4995,5185,4317,5536,4215,5905,5496,4896,5439,5101,5010,4995,5185,4317,5536,4215,5905,5496,4896,5439,5101,5010,4995,5185,4317,5536,4215,5905,5496,4896,5439,5101,5010,4995,5185,4317,5536,4215,5905,5496,4896,5439,5101,5010,4995,5185,4317,5536,4215,5905,5496,4896,5439,5101,5010,4995,5185,4317,5536,4215,5905,5496,4896,5439,5101,5010,4995,5185,4317,5536,4215,5905,5496,4896,5439,5101,5010,4995,5185,4317,5536,4215,5905,5496,4896,5439,5101,5010,4995,5185,4317,5536,4215,5905,5496,4896,5439,5101,5010,4995,5185,4317,5536,4215,5905,5496,4896,5439,5101,555
5731,5684,5770,5763,5639,5834,5727,5747,5737,5737,5737,5731,5684,5770,5763,5639,5834,5727,5747,5737,5737,5737,5731,5684,5770,5763,5639,5834,5727,5747,5737,5737,5737,5731,5684,5770,5763,5639,5834,5727,5747,5737,5737,5737,5731,5684,5770,5763,5639,5834,5727,5747,5737,5737,5737,5731,5684,5770,5763,5639,5834,5727,5747,5737,5737,5737,5731,5684,5770,5763,5639,5834,5727,5747,5737,5737,5737,5731,5684,5770,5763,5639,5834,5727,5747,5737,5737,5737,5731,5684,5770,5763,5639,5834,5727,5747,5737,5737,5737,5731,5684,5770,5763,5639,5834,5727,5747,5737,5737,5737,5731,5684,5770,5763,5639,5834,5727,5747,5737,5737,5737,5731,5684,5770,5763,5639,5834,5727,5747,5737,5737,5737,25
4147,3720,3887,4847,4052,4276,4776,4423,3534,5018,4284,4147,3720,3887,4847,4052,4276,4776,4423,3534,5018,4284,4147,3720,3887,4847,4052,4276,4776,4423,3534,5018,4284,4147,3720,3887,4847,4052,4276,4776,4423,3534,5018,4284,4147,3720,3887,4847,4052,4276,4776,4423,3534,5018,4284,4147,3720,3887,4847,4052,4276,4776,4423,3534,5018,4284,4147,3720,3887,4847,4052,4276,4776,4423,3534,5018,4284,4147,3720,3887,4847,4052,4276,4776,4423,3534,5018,4284,4147,3720,3887,4847,4052,4276,4776,4423,3534,5018,4284,4147,3720,3887,4847,4052,4276,4776,4423,3534,5018,4284,4147,3720,3887,4847,4052,4276,4776,4423,3534,5018,4284,4147,3720,3887,4847,4052,4276,4776,4423,3534,5018,4284,469
1224,1213,1229,1152,1252,1258,1167,1304,1203,1248,1226,1224,1213,1229,1152,1252,1258,1167,1304,1203,1248,1226,1224,1213,1229,1152,1252,1258,1167,1304,1203,1248,1226,1224,1213,1229,1152,1252,1258,1167,1304,1203,1248,1226,1224,1213,1229,1152,1252,1258,1167,1304,1203,1248,1226,1224,1213,1229,1152,1252,1258,1167,1304,1203,1248,1226,1224,1213,1229,1152,1252,1258,1167,1304,1203,1248,1226,1224,1213,1229,1152,1252,1258,1167,1304,1203,1248,1226,1224,1213,1229,1152,1252,1258,1167,1304,1203,1248,1226,1224,1213,1229,1152,1252,1258,1167,1304,1203,1248,1226,1224,1213,1229,1152,1252,1258,1167,1304,1203,1248,1226,1224,1213,1229,1152,1252,1258,1167,1304,1203,1248,1226,602
821,820,840,778,895,559,980,857,937,801,864,821,820,840,778,895,559,980,857,937,801,864,821,820,840,778,895,559,980,857,937,801,864,821,820,840,778,895,559,980,857,937,801,864,821,820,840,778,895,559,980,857,937,801,864,821,820,840,778,895,559,980,857,937,801,864,821,820,840,778,895,559,980,857,937,801,864,821,820,840,778,895,559,980,857,937,801,864,821,820,840,778,895,559,980,857,937,801,864,821,820,840,778,895,559,980,857,937,801,864,821,820,840,778,895,559,980,857,937,801,864,821,820,840,778,895,559,980,857,937,801,864,217
