band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_1_10,band_1_11,band_1_12,band_1_13,band_1_14,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_2_10,band_2_11,band_2_12,band_2_13,band_2_14,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_3_10,band_3_11,band_3_12,band_3_13,band_3_14,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_4_10,band_4_11,band_4_12,band_4_13,band_4_14,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_5_10,band_5_11,band_5_12,band_5_13,band_5_14,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_6_10,band_6_11,band_6_12,band_6_13,band_6_14,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_7_10,band_7_11,band_7_12,band_7_13,band_7_14,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_8_10,band_8_11,band_8_12,band_8_13,band_8_14,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_9_10,band_9_11,band_9_12,band_9_13,band_9_14,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_10_10,band_10_11,band_10_12,band_10_13,band_10_14,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_11_10,band_11_11,band_11_12,band_11_13,band_11_14,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9,band_12_10,band_12_11,band_12_12,band_12_13,band_12_14,census_code
2646,2449,2481,2736,2813,2961,2194,3001,2807,2787,1789,3490,2546,2926,2646,2449,2481,2736,2813,2961,2194,3001,2807,2787,1789,3490,2546,2926,2646,2449,2481,2736,2813,2961,2194,3001,2807,2787,1789,3490,2546,2926,2646,2449,2481,2736,2813,2961,2194,3001,2807,2787,1789,3490,2546,2926,2646,2449,2481,2736,2813,2961,2194,3001,2807,2787,1789,3490,2546,2926,2646,2449,2481,2736,2813,2961,2194,3001,2807,2787,1789,3490,2546,2926,2646,2449,2481,2736,2813,2961,2194,3001,2807,2787,1789,3490,2546,2926,2646,2449,2481,2736,2813,2961,2194,3001,2807,2787,1789,3490,2546,2926,2646,2449,2481,2736,2813,2961,2194,3001,2807,2787,1789,3490,2546,2926,2646,2449,2481,2736,2813,2961,2194,3001,2807,2787,1789,3490,2546,2926,2646,2449,2481,2736,2813,2961,2194,3001,2807,2787,1789,3490,2546,2926,2646,2449,2481,2736,2813,2961,2194,3001,2807,2787,1789,3490,2546,2926,416
668,660,518,790,695,586,758,533,746,720,660,677,671,668,668,660,518,790,695,586,758,533,746,720,660,677,671,668,668,660,518,790,695,586,758,533,746,720,660,677,671,668,668,660,518,790,695,586,758,533,746,720,660,677,671,668,668,660,518,790,695,586,758,533,746,720,660,677,671,668,668,660,518,790,695,586,758,533,746,720,660,677,671,668,668,660,518,790,695,586,758,533,746,720,660,677,671,668,668,660,518,790,695,586,758,533,746,720,660,677,671,668,668,660,518,790,695,586,758,533,746,720,660,677,671,668,668,660,518,790,695,586,758,533,746,720,660,677,671,668,668,660,518,790,695,586,758,533,746,720,660,677,671,668,668,660,518,790,695,586,758,533,746,720,660,677,671,668,160
1353,1356,1276,1432,1361,1241,1432,1378,1414,1338,1404,1340,1383,1365,1353,1356,1276,1432,1361,1241,1432,1378,1414,1338,1404,1340,1383,1365,1353,1356,1276,1432,1361,1241,1432,1378,1414,1338,1404,1340,1383,1365,1353,1356,1276,1432,1361,1241,1432,1378,1414,1338,1404,1340,1383,1365,1353,1356,1276,1432,1361,1241,1432,1378,1414,1338,1404,1340,1383,1365,1353,1356,1276,1432,1361,1241,1432,1378,1414,1338,1404,1340,1383,1365,1353,1356,1276,1432,1361,1241,1432,1378,1414,1338,1404,1340,1383,1365,1353,1356,1276,1432,1361,1241,1432,1378,1414,1338,1404,1340,1383,1365,1353,1356,1276,1432,1361,1241,1432,1378,1414,1338,1404,1340,1383,1365,1353,1356,1276,1432,1361,1241,1432,1378,1414,1338,1404,1340,1383,1365,1353,1356,1276,1432,1361,1241,1432,1378,1414,1338,1404,1340,1383,1365,1353,1356,1276,1432,1361,1241,1432,1378,1414,1338,1404,1340,1383,1365,604
927,1210,1698,1266,1464,1273,1276,968,1637,755,1372,1909,1164,1462,927,1210,1698,1266,1464,1273,1276,968,1637,755,1372,1909,1164,1462,927,1210,1698,1266,1464,1273,1276,968,1637,755,1372,1909,1164,1462,927,1210,1698,1266,1464,1273,1276,968,1637,755,1372,1909,1164,1462,927,1210,1698,1266,1464,1273,1276,968,1637,755,1372,1909,1164,1462,927,1210,1698,1266,1464,1273,1276,968,1637,755,1372,1909,1164,1462,927,1210,1698,1266,1464,1273,1276,968,1637,755,1372,1909,1164,1462,927,1210,1698,1266,1464,1273,1276,968,1637,755,1372,1909,1164,1462,927,1210,1698,1266,1464,1273,1276,968,1637,755,1372,1909,1164,1462,927,1210,1698,1266,1464,1273,1276,968,1637,755,1372,1909,1164,1462,927,1210,1698,1266,1464,1273,1276,968,1637,755,1372,1909,1164,1462,927,1210,1698,1266,1464,1273,1276,968,1637,755,1372,1909,1164,1462,593
698,751,710,702,760,645,776,751,587,745,838,544,849,784,698,751,710,702,760,645,776,751,587,745,838,544,849,784,698,751,710,702,760,645,776,751,587,745,838,544,849,784,698,751,710,702,760,645,776,751,587,745,838,544,849,784,698,751,710,702,760,645,776,751,587,745,838,544,849,784,698,751,710,702,760,645,776,751,587,745,838,544,849,784,698,751,710,702,760,645,776,751,587,745,838,544,849,784,698,751,710,702,760,645,776,751,587,745,838,544,849,784,698,751,710,702,760,645,776,751,587,745,838,544,849,784,698,751,710,702,760,645,776,751,587,745,838,544,849,784,698,751,710,702,760,645,776,751,587,745,838,544,849,784,698,751,710,702,760,645,776,751,587,745,838,544,849,784,392
17,7,19,45,4,46,37,17,18,17,18,17,7,19,45,4,46,37,17,18,17,18,17,7,19,45,4,46,37,17,18,17,18,17,7,19,45,4,46,37,17,18,17,18,17,7,19,45,4,46,37,17,18,17,18,17,7,19,45,4,46,37,17,18,17,18,17,7,19,45,4,46,37,17,18,17,18,17,7,19,45,4,46,37,17,18,17,18,17,7,19,45,4,46,37,17,18,17,18,17,7,19,45,4,46,37,17,18,17,18,17,7,19,45,4,46,37,17,18,17,18,17,7,19,45,4,46,37,17,18,17,18,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2694,2791,2741,2632,2818,2695,2818,2678,2813,2553,2909,2641,2506,3104,2694,2791,2741,2632,2818,2695,2818,2678,2813,2553,2909,2641,2506,3104,2694,2791,2741,2632,2818,2695,2818,2678,2813,2553,2909,2641,2506,3104,2694,2791,2741,2632,2818,2695,2818,2678,2813,2553,2909,2641,2506,3104,2694,2791,2741,2632,2818,2695,2818,2678,2813,2553,2909,2641,2506,3104,2694,2791,2741,2632,2818,2695,2818,2678,2813,2553,2909,2641,2506,3104,2694,2791,2741,2632,2818,2695,2818,2678,2813,2553,2909,2641,2506,3104,2694,2791,2741,2632,2818,2695,2818,2678,2813,2553,2909,2641,2506,3104,2694,2791,2741,2632,2818,2695,2818,2678,2813,2553,2909,2641,2506,3104,2694,2791,2741,2632,2818,2695,2818,2678,2813,2553,2909,2641,2506,3104,2694,2791,2741,2632,2818,2695,2818,2678,2813,2553,2909,2641,2506,3104,2694,2791,2741,2632,2818,2695,2818,2678,2813,2553,2909,2641,2506,3104,425
594,740,655,593,645,775,613,717,675,664,674,669,668,668,594,740,655,593,645,775,613,717,675,664,674,669,668,668,594,740,655,593,645,775,613,717,675,664,674,669,668,668,594,740,655,593,645,775,613,717,675,664,674,669,668,668,594,740,655,593,645,775,613,717,675,664,674,669,668,668,594,740,655,593,645,775,613,717,675,664,674,669,668,668,594,740,655,593,645,775,613,717,675,664,674,669,668,668,594,740,655,593,645,775,613,717,675,664,674,669,668,668,594,740,655,593,645,775,613,717,675,664,674,669,668,668,594,740,655,593,645,775,613,717,675,664,674,669,668,668,594,740,655,593,645,775,613,717,675,664,674,669,668,668,594,740,655,593,645,775,613,717,675,664,674,669,668,668,473
272,532,407,400,403,387,410,418,403,380,421,405,403,409,272,532,407,400,403,387,410,418,403,380,421,405,403,409,272,532,407,400,403,387,410,418,403,380,421,405,403,409,272,532,407,400,403,387,410,418,403,380,421,405,403,409,272,532,407,400,403,387,410,418,403,380,421,405,403,409,272,532,407,400,403,387,410,418,403,380,421,405,403,409,272,532,407,400,403,387,410,418,403,380,421,405,403,409,272,532,407,400,403,387,410,418,403,380,421,405,403,409,272,532,407,400,403,387,410,418,403,380,421,405,403,409,272,532,407,400,403,387,410,418,403,380,421,405,403,409,272,532,407,400,403,387,410,418,403,380,421,405,403,409,272,532,407,400,403,387,410,418,403,380,421,405,403,409,75
1331,1331,1326,1259,1408,1219,1419,1332,1332,1203,1474,1335,1333,1331,1331,1331,1326,1259,1408,1219,1419,1332,1332,1203,1474,1335,1333,1331,1331,1331,1326,1259,1408,1219,1419,1332,1332,1203,1474,1335,1333,1331,1331,1331,1326,1259,1408,1219,1419,1332,1332,1203,1474,1335,1333,1331,1331,1331,1326,1259,1408,1219,1419,1332,1332,1203,1474,1335,1333,1331,1331,1331,1326,1259,1408,1219,1419,1332,1332,1203,1474,1335,1333,1331,1331,1331,1326,1259,1408,1219,1419,1332,1332,1203,1474,1335,1333,1331,1331,1331,1326,1259,1408,1219,1419,1332,1332,1203,1474,1335,1333,1331,1331,1331,1326,1259,1408,1219,1419,1332,1332,1203,1474,1335,1333,1331,1331,1331,1326,1259,1408,1219,1419,1332,1332,1203,1474,1335,1333,1331,1331,1331,1326,1259,1408,1219,1419,1332,1332,1203,1474,1335,1333,1331,1331,1331,1326,1259,1408,1219,1419,1332,1332,1203,1474,1335,1333,1331,172
321,337,344,333,335,331,320,349,329,297,372,340,334,334,321,337,344,333,335,331,320,349,329,297,372,340,334,334,321,337,344,333,335,331,320,349,329,297,372,340,334,334,321,337,344,333,335,331,320,349,329,297,372,340,334,334,321,337,344,333,335,331,320,349,329,297,372,340,334,334,321,337,344,333,335,331,320,349,329,297,372,340,334,334,321,337,344,333,335,331,320,349,329,297,372,340,334,334,321,337,344,333,335,331,320,349,329,297,372,340,334,334,321,337,344,333,335,331,320,349,329,297,372,340,334,334,321,337,344,333,335,331,320,349,329,297,372,340,334,334,321,337,344,333,335,331,320,349,329,297,372,340,334,334,321,337,344,333,335,331,320,349,329,297,372,340,334,334,22
1565,1545,1611,1536,1621,1365,1718,1590,1456,1747,1551,1544,1636,1583,1565,1545,1611,1536,1621,1365,1718,1590,1456,1747,1551,1544,1636,1583,1565,1545,1611,1536,1621,1365,1718,1590,1456,1747,1551,1544,1636,1583,1565,1545,1611,1536,1621,1365,1718,1590,1456,1747,1551,1544,1636,1583,1565,1545,1611,1536,1621,1365,1718,1590,1456,1747,1551,1544,1636,1583,1565,1545,1611,1536,1621,1365,1718,1590,1456,1747,1551,1544,1636,1583,1565,1545,1611,1536,1621,1365,1718,1590,1456,1747,1551,1544,1636,1583,1565,1545,1611,1536,1621,1365,1718,1590,1456,1747,1551,1544,1636,1583,1565,1545,1611,1536,1621,1365,1718,1590,1456,1747,1551,1544,1636,1583,1565,1545,1611,1536,1621,1365,1718,1590,1456,1747,1551,1544,1636,1583,1565,1545,1611,1536,1621,1365,1718,1590,1456,1747,1551,1544,1636,1583,1565,1545,1611,1536,1621,1365,1718,1590,1456,1747,1551,1544,1636,1583,349
349,365,474,420,379,321,416,483,230,563,243,565,356,473,349,365,474,420,379,321,416,483,230,563,243,565,356,473,349,365,474,420,379,321,416,483,230,563,243,565,356,473,349,365,474,420,379,321,416,483,230,563,243,565,356,473,349,365,474,420,379,321,416,483,230,563,243,565,356,473,349,365,474,420,379,321,416,483,230,563,243,565,356,473,349,365,474,420,379,321,416,483,230,563,243,565,356,473,349,365,474,420,379,321,416,483,230,563,243,565,356,473,349,365,474,420,379,321,416,483,230,563,243,565,356,473,349,365,474,420,379,321,416,483,230,563,243,565,356,473,349,365,474,420,379,321,416,483,230,563,243,565,356,473,349,365,474,420,379,321,416,483,230,563,243,565,356,473,263
729,912,829,633,1002,763,752,799,655,821,788,1153,880,840,729,912,829,633,1002,763,752,799,655,821,788,1153,880,840,729,912,829,633,1002,763,752,799,655,821,788,1153,880,840,729,912,829,633,1002,763,752,799,655,821,788,1153,880,840,729,912,829,633,1002,763,752,799,655,821,788,1153,880,840,729,912,829,633,1002,763,752,799,655,821,788,1153,880,840,729,912,829,633,1002,763,752,799,655,821,788,1153,880,840,729,912,829,633,1002,763,752,799,655,821,788,1153,880,840,729,912,829,633,1002,763,752,799,655,821,788,1153,880,840,729,912,829,633,1002,763,752,799,655,821,788,1153,880,840,729,912,829,633,1002,763,752,799,655,821,788,1153,880,840,729,912,829,633,1002,763,752,799,655,821,788,1153,880,840,369
812,855,858,832,808,686,962,916,853,843,705,977,848,843,812,855,858,832,808,686,962,916,853,843,705,977,848,843,812,855,858,832,808,686,962,916,853,843,705,977,848,843,812,855,858,832,808,686,962,916,853,843,705,977,848,843,812,855,858,832,808,686,962,916,853,843,705,977,848,843,812,855,858,832,808,686,962,916,853,843,705,977,848,843,812,855,858,832,808,686,962,916,853,843,705,977,848,843,812,855,858,832,808,686,962,916,853,843,705,977,848,843,812,855,858,832,808,686,962,916,853,843,705,977,848,843,812,855,858,832,808,686,962,916,853,843,705,977,848,843,812,855,858,832,808,686,962,916,853,843,705,977,848,843,812,855,858,832,808,686,962,916,853,843,705,977,848,843,219
914,906,938,919,767,1071,922,919,897,945,904,932,921,922,914,906,938,919,767,1071,922,919,897,945,904,932,921,922,914,906,938,919,767,1071,922,919,897,945,904,932,921,922,914,906,938,919,767,1071,922,919,897,945,904,932,921,922,914,906,938,919,767,1071,922,919,897,945,904,932,921,922,914,906,938,919,767,1071,922,919,897,945,904,932,921,922,914,906,938,919,767,1071,922,919,897,945,904,932,921,922,914,906,938,919,767,1071,922,919,897,945,904,932,921,922,914,906,938,919,767,1071,922,919,897,945,904,932,921,922,914,906,938,919,767,1071,922,919,897,945,904,932,921,922,914,906,938,919,767,1071,922,919,897,945,904,932,921,922,914,906,938,919,767,1071,922,919,897,945,904,932,921,922,491
2279,2834,2648,2587,2584,2586,2590,2586,2588,2490,2673,2580,2584,2607,2279,2834,2648,2587,2584,2586,2590,2586,2588,2490,2673,2580,2584,2607,2279,2834,2648,2587,2584,2586,2590,2586,2588,2490,2673,2580,2584,2607,2279,2834,2648,2587,2584,2586,2590,2586,2588,2490,2673,2580,2584,2607,2279,2834,2648,2587,2584,2586,2590,2586,2588,2490,2673,2580,2584,2607,2279,2834,2648,2587,2584,2586,2590,2586,2588,2490,2673,2580,2584,2607,2279,2834,2648,2587,2584,2586,2590,2586,2588,2490,2673,2580,2584,2607,2279,2834,2648,2587,2584,2586,2590,2586,2588,2490,2673,2580,2584,2607,2279,2834,2648,2587,2584,2586,2590,2586,2588,2490,2673,2580,2584,2607,2279,2834,2648,2587,2584,2586,2590,2586,2588,2490,2673,2580,2584,2607,2279,2834,2648,2587,2584,2586,2590,2586,2588,2490,2673,2580,2584,2607,2279,2834,2648,2587,2584,2586,2590,2586,2588,2490,2673,2580,2584,2607,406
878,896,872,649,1107,922,776,1020,890,802,921,936,901,890,878,896,872,649,1107,922,776,1020,890,802,921,936,901,890,878,896,872,649,1107,922,776,1020,890,802,921,936,901,890,878,896,872,649,1107,922,776,1020,890,802,921,936,901,890,878,896,872,649,1107,922,776,1020,890,802,921,936,901,890,878,896,872,649,1107,922,776,1020,890,802,921,936,901,890,878,896,872,649,1107,922,776,1020,890,802,921,936,901,890,878,896,872,649,1107,922,776,1020,890,802,921,936,901,890,878,896,872,649,1107,922,776,1020,890,802,921,936,901,890,878,896,872,649,1107,922,776,1020,890,802,921,936,901,890,878,896,872,649,1107,922,776,1020,890,802,921,936,901,890,878,896,872,649,1107,922,776,1020,890,802,921,936,901,890,382
2138,2113,2205,2151,2190,2146,2166,2082,2241,2152,2152,2169,2144,2183,2138,2113,2205,2151,2190,2146,2166,2082,2241,2152,2152,2169,2144,2183,2138,2113,2205,2151,2190,2146,2166,2082,2241,2152,2152,2169,2144,2183,2138,2113,2205,2151,2190,2146,2166,2082,2241,2152,2152,2169,2144,2183,2138,2113,2205,2151,2190,2146,2166,2082,2241,2152,2152,2169,2144,2183,2138,2113,2205,2151,2190,2146,2166,2082,2241,2152,2152,2169,2144,2183,2138,2113,2205,2151,2190,2146,2166,2082,2241,2152,2152,2169,2144,2183,2138,2113,2205,2151,2190,2146,2166,2082,2241,2152,2152,2169,2144,2183,2138,2113,2205,2151,2190,2146,2166,2082,2241,2152,2152,2169,2144,2183,2138,2113,2205,2151,2190,2146,2166,2082,2241,2152,2152,2169,2144,2183,2138,2113,2205,2151,2190,2146,2166,2082,2241,2152,2152,2169,2144,2183,2138,2113,2205,2151,2190,2146,2166,2082,2241,2152,2152,2169,2144,2183,128
281,273,289,286,284,281,281,284,278,285,284,284,282,283,281,273,289,286,284,281,281,284,278,285,284,284,282,283,281,273,289,286,284,281,281,284,278,285,284,284,282,283,281,273,289,286,284,281,281,284,278,285,284,284,282,283,281,273,289,286,284,281,281,284,278,285,284,284,282,283,281,273,289,286,284,281,281,284,278,285,284,284,282,283,281,273,289,286,284,281,281,284,278,285,284,284,282,283,281,273,289,286,284,281,281,284,278,285,284,284,282,283,281,273,289,286,284,281,281,284,278,285,284,284,282,283,281,273,289,286,284,281,281,284,278,285,284,284,282,283,281,273,289,286,284,281,281,284,278,285,284,284,282,283,281,273,289,286,284,281,281,284,278,285,284,284,282,283,69
1375,1286,1177,1558,738,2002,1626,955,1866,802,1727,1482,1587,1400,1375,1286,1177,1558,738,2002,1626,955,1866,802,1727,1482,1587,1400,1375,1286,1177,1558,738,2002,1626,955,1866,802,1727,1482,1587,1400,1375,1286,1177,1558,738,2002,1626,955,1866,802,1727,1482,1587,1400,1375,1286,1177,1558,738,2002,1626,955,1866,802,1727,1482,1587,1400,1375,1286,1177,1558,738,2002,1626,955,1866,802,1727,1482,1587,1400,1375,1286,1177,1558,738,2002,1626,955,1866,802,1727,1482,1587,1400,1375,1286,1177,1558,738,2002,1626,955,1866,802,1727,1482,1587,1400,1375,1286,1177,1558,738,2002,1626,955,1866,802,1727,1482,1587,1400,1375,1286,1177,1558,738,2002,1626,955,1866,802,1727,1482,1587,1400,1375,1286,1177,1558,738,2002,1626,955,1866,802,1727,1482,1587,1400,1375,1286,1177,1558,738,2002,1626,955,1866,802,1727,1482,1587,1400,79
723,743,767,682,722,788,780,661,762,807,755,753,712,779,723,743,767,682,722,788,780,661,762,807,755,753,712,779,723,743,767,682,722,788,780,661,762,807,755,753,712,779,723,743,767,682,722,788,780,661,762,807,755,753,712,779,723,743,767,682,722,788,780,661,762,807,755,753,712,779,723,743,767,682,722,788,780,661,762,807,755,753,712,779,723,743,767,682,722,788,780,661,762,807,755,753,712,779,723,743,767,682,722,788,780,661,762,807,755,753,712,779,723,743,767,682,722,788,780,661,762,807,755,753,712,779,723,743,767,682,722,788,780,661,762,807,755,753,712,779,723,743,767,682,722,788,780,661,762,807,755,753,712,779,723,743,767,682,722,788,780,661,762,807,755,753,712,779,613
1170,1068,1217,1084,1119,1396,1170,1120,1252,1099,1270,1138,1243,1181,1170,1068,1217,1084,1119,1396,1170,1120,1252,1099,1270,1138,1243,1181,1170,1068,1217,1084,1119,1396,1170,1120,1252,1099,1270,1138,1243,1181,1170,1068,1217,1084,1119,1396,1170,1120,1252,1099,1270,1138,1243,1181,1170,1068,1217,1084,1119,1396,1170,1120,1252,1099,1270,1138,1243,1181,1170,1068,1217,1084,1119,1396,1170,1120,1252,1099,1270,1138,1243,1181,1170,1068,1217,1084,1119,1396,1170,1120,1252,1099,1270,1138,1243,1181,1170,1068,1217,1084,1119,1396,1170,1120,1252,1099,1270,1138,1243,1181,1170,1068,1217,1084,1119,1396,1170,1120,1252,1099,1270,1138,1243,1181,1170,1068,1217,1084,1119,1396,1170,1120,1252,1099,1270,1138,1243,1181,1170,1068,1217,1084,1119,1396,1170,1120,1252,1099,1270,1138,1243,1181,1170,1068,1217,1084,1119,1396,1170,1120,1252,1099,1270,1138,1243,1181,461
621,641,626,639,621,656,609,637,648,641,630,639,634,635,621,641,626,639,621,656,609,637,648,641,630,639,634,635,621,641,626,639,621,656,609,637,648,641,630,639,634,635,621,641,626,639,621,656,609,637,648,641,630,639,634,635,621,641,626,639,621,656,609,637,648,641,630,639,634,635,621,641,626,639,621,656,609,637,648,641,630,639,634,635,621,641,626,639,621,656,609,637,648,641,630,639,634,635,621,641,626,639,621,656,609,637,648,641,630,639,634,635,621,641,626,639,621,656,609,637,648,641,630,639,634,635,621,641,626,639,621,656,609,637,648,641,630,639,634,635,621,641,626,639,621,656,609,637,648,641,630,639,634,635,621,641,626,639,621,656,609,637,648,641,630,639,634,635,601
1516,1204,1999,1570,1068,1690,1920,1397,1779,1563,1412,1755,1525,1621,1516,1204,1999,1570,1068,1690,1920,1397,1779,1563,1412,1755,1525,1621,1516,1204,1999,1570,1068,1690,1920,1397,1779,1563,1412,1755,1525,1621,1516,1204,1999,1570,1068,1690,1920,1397,1779,1563,1412,1755,1525,1621,1516,1204,1999,1570,1068,1690,1920,1397,1779,1563,1412,1755,1525,1621,1516,1204,1999,1570,1068,1690,1920,1397,1779,1563,1412,1755,1525,1621,1516,1204,1999,1570,1068,1690,1920,1397,1779,1563,1412,1755,1525,1621,1516,1204,1999,1570,1068,1690,1920,1397,1779,1563,1412,1755,1525,1621,1516,1204,1999,1570,1068,1690,1920,1397,1779,1563,1412,1755,1525,1621,1516,1204,1999,1570,1068,1690,1920,1397,1779,1563,1412,1755,1525,1621,1516,1204,1999,1570,1068,1690,1920,1397,1779,1563,1412,1755,1525,1621,1516,1204,1999,1570,1068,1690,1920,1397,1779,1563,1412,1755,1525,1621,253
819,654,919,816,880,818,591,1028,843,815,801,845,819,820,819,654,919,816,880,818,591,1028,843,815,801,845,819,820,819,654,919,816,880,818,591,1028,843,815,801,845,819,820,819,654,919,816,880,818,591,1028,843,815,801,845,819,820,819,654,919,816,880,818,591,1028,843,815,801,845,819,820,819,654,919,816,880,818,591,1028,843,815,801,845,819,820,819,654,919,816,880,818,591,1028,843,815,801,845,819,820,819,654,919,816,880,818,591,1028,843,815,801,845,819,820,819,654,919,816,880,818,591,1028,843,815,801,845,819,820,819,654,919,816,880,818,591,1028,843,815,801,845,819,820,819,654,919,816,880,818,591,1028,843,815,801,845,819,820,819,654,919,816,880,818,591,1028,843,815,801,845,819,820,19
9641,9599,10214,9882,9833,9738,9930,9496,10089,9895,9800,9868,9853,9838,9641,9599,10214,9882,9833,9738,9930,9496,10089,9895,9800,9868,9853,9838,9641,9599,10214,9882,9833,9738,9930,9496,10089,9895,9800,9868,9853,9838,9641,9599,10214,9882,9833,9738,9930,9496,10089,9895,9800,9868,9853,9838,9641,9599,10214,9882,9833,9738,9930,9496,10089,9895,9800,9868,9853,9838,9641,9599,10214,9882,9833,9738,9930,9496,10089,9895,9800,9868,9853,9838,9641,9599,10214,9882,9833,9738,9930,9496,10089,9895,9800,9868,9853,9838,9641,9599,10214,9882,9833,9738,9930,9496,10089,9895,9800,9868,9853,9838,9641,9599,10214,9882,9833,9738,9930,9496,10089,9895,9800,9868,9853,9838,9641,9599,10214,9882,9833,9738,9930,9496,10089,9895,9800,9868,9853,9838,9641,9599,10214,9882,9833,9738,9930,9496,10089,9895,9800,9868,9853,9838,9641,9599,10214,9882,9833,9738,9930,9496,10089,9895,9800,9868,9853,9838,101
2190,2336,2347,2298,1959,2608,1867,2647,2229,2359,2379,2248,2076,2563,2190,2336,2347,2298,1959,2608,1867,2647,2229,2359,2379,2248,2076,2563,2190,2336,2347,2298,1959,2608,1867,2647,2229,2359,2379,2248,2076,2563,2190,2336,2347,2298,1959,2608,1867,2647,2229,2359,2379,2248,2076,2563,2190,2336,2347,2298,1959,2608,1867,2647,2229,2359,2379,2248,2076,2563,2190,2336,2347,2298,1959,2608,1867,2647,2229,2359,2379,2248,2076,2563,2190,2336,2347,2298,1959,2608,1867,2647,2229,2359,2379,2248,2076,2563,2190,2336,2347,2298,1959,2608,1867,2647,2229,2359,2379,2248,2076,2563,2190,2336,2347,2298,1959,2608,1867,2647,2229,2359,2379,2248,2076,2563,2190,2336,2347,2298,1959,2608,1867,2647,2229,2359,2379,2248,2076,2563,2190,2336,2347,2298,1959,2608,1867,2647,2229,2359,2379,2248,2076,2563,2190,2336,2347,2298,1959,2608,1867,2647,2229,2359,2379,2248,2076,2563,443
1112,737,1427,1011,1365,1125,1354,1183,1335,915,828,1588,1360,1299,1112,737,1427,1011,1365,1125,1354,1183,1335,915,828,1588,1360,1299,1112,737,1427,1011,1365,1125,1354,1183,1335,915,828,1588,1360,1299,1112,737,1427,1011,1365,1125,1354,1183,1335,915,828,1588,1360,1299,1112,737,1427,1011,1365,1125,1354,1183,1335,915,828,1588,1360,1299,1112,737,1427,1011,1365,1125,1354,1183,1335,915,828,1588,1360,1299,1112,737,1427,1011,1365,1125,1354,1183,1335,915,828,1588,1360,1299,1112,737,1427,1011,1365,1125,1354,1183,1335,915,828,1588,1360,1299,1112,737,1427,1011,1365,1125,1354,1183,1335,915,828,1588,1360,1299,1112,737,1427,1011,1365,1125,1354,1183,1335,915,828,1588,1360,1299,1112,737,1427,1011,1365,1125,1354,1183,1335,915,828,1588,1360,1299,1112,737,1427,1011,1365,1125,1354,1183,1335,915,828,1588,1360,1299,385
695,595,475,571,707,754,814,707,689,580,985,854,648,781,695,595,475,571,707,754,814,707,689,580,985,854,648,781,695,595,475,571,707,754,814,707,689,580,985,854,648,781,695,595,475,571,707,754,814,707,689,580,985,854,648,781,695,595,475,571,707,754,814,707,689,580,985,854,648,781,695,595,475,571,707,754,814,707,689,580,985,854,648,781,695,595,475,571,707,754,814,707,689,580,985,854,648,781,695,595,475,571,707,754,814,707,689,580,985,854,648,781,695,595,475,571,707,754,814,707,689,580,985,854,648,781,695,595,475,571,707,754,814,707,689,580,985,854,648,781,695,595,475,571,707,754,814,707,689,580,985,854,648,781,695,595,475,571,707,754,814,707,689,580,985,854,648,781,595
513,272,331,962,22,1529,23,841,486,577,685,451,590,513,272,331,962,22,1529,23,841,486,577,685,451,590,513,272,331,962,22,1529,23,841,486,577,685,451,590,513,272,331,962,22,1529,23,841,486,577,685,451,590,513,272,331,962,22,1529,23,841,486,577,685,451,590,513,272,331,962,22,1529,23,841,486,577,685,451,590,513,272,331,962,22,1529,23,841,486,577,685,451,590,513,272,331,962,22,1529,23,841,486,577,685,451,590,513,272,331,962,22,1529,23,841,486,577,685,451,590,513,272,331,962,22,1529,23,841,486,577,685,451,590,513,272,331,962,22,1529,23,841,486,577,685,451,590,513,272,331,962,22,1529,23,841,486,577,685,451,590,264,,,,,,,,,,,,
