band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_1_10,band_1_11,band_1_12,band_1_13,band_1_14,band_1_15,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_2_10,band_2_11,band_2_12,band_2_13,band_2_14,band_2_15,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_3_10,band_3_11,band_3_12,band_3_13,band_3_14,band_3_15,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_4_10,band_4_11,band_4_12,band_4_13,band_4_14,band_4_15,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_5_10,band_5_11,band_5_12,band_5_13,band_5_14,band_5_15,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_6_10,band_6_11,band_6_12,band_6_13,band_6_14,band_6_15,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_7_10,band_7_11,band_7_12,band_7_13,band_7_14,band_7_15,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_8_10,band_8_11,band_8_12,band_8_13,band_8_14,band_8_15,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_9_10,band_9_11,band_9_12,band_9_13,band_9_14,band_9_15,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_10_10,band_10_11,band_10_12,band_10_13,band_10_14,band_10_15,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_11_10,band_11_11,band_11_12,band_11_13,band_11_14,band_11_15,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9,band_12_10,band_12_11,band_12_12,band_12_13,band_12_14,band_12_15,census_code
229,249,152,266,303,376,392,397,343,273,357,278,321,229,249,152,266,303,376,392,397,343,273,357,278,321,229,249,152,266,303,376,392,397,343,273,357,278,321,229,249,152,266,303,376,392,397,343,273,357,278,321,229,249,152,266,303,376,392,397,343,273,357,278,321,229,249,152,266,303,376,392,397,343,273,357,278,321,229,249,152,266,303,376,392,397,343,273,357,278,321,229,249,152,266,303,376,392,397,343,273,357,278,321,229,249,152,266,303,376,392,397,343,273,357,278,321,229,249,152,266,303,376,392,397,343,273,357,278,321,229,249,152,266,303,376,392,397,343,273,357,278,321,229,249,152,266,303,376,392,397,343,273,357,278,321,608,,,,,,,,,,,,,,,,,,,,,,,,
845,985,897,955,881,949,884,924,948,933,924,914,919,919,934,845,985,897,955,881,949,884,924,948,933,924,914,919,919,934,845,985,897,955,881,949,884,924,948,933,924,914,919,919,934,845,985,897,955,881,949,884,924,948,933,924,914,919,919,934,845,985,897,955,881,949,884,924,948,933,924,914,919,919,934,845,985,897,955,881,949,884,924,948,933,924,914,919,919,934,845,985,897,955,881,949,884,924,948,933,924,914,919,919,934,845,985,897,955,881,949,884,924,948,933,924,914,919,919,934,845,985,897,955,881,949,884,924,948,933,924,914,919,919,934,845,985,897,955,881,949,884,924,948,933,924,914,919,919,934,845,985,897,955,881,949,884,924,948,933,924,914,919,919,934,845,985,897,955,881,949,884,924,948,933,924,914,919,919,934,467
1208,1317,1235,1307,1249,1126,1528,1271,1296,1233,1253,1338,1279,1307,1283,1208,1317,1235,1307,1249,1126,1528,1271,1296,1233,1253,1338,1279,1307,1283,1208,1317,1235,1307,1249,1126,1528,1271,1296,1233,1253,1338,1279,1307,1283,1208,1317,1235,1307,1249,1126,1528,1271,1296,1233,1253,1338,1279,1307,1283,1208,1317,1235,1307,1249,1126,1528,1271,1296,1233,1253,1338,1279,1307,1283,1208,1317,1235,1307,1249,1126,1528,1271,1296,1233,1253,1338,1279,1307,1283,1208,1317,1235,1307,1249,1126,1528,1271,1296,1233,1253,1338,1279,1307,1283,1208,1317,1235,1307,1249,1126,1528,1271,1296,1233,1253,1338,1279,1307,1283,1208,1317,1235,1307,1249,1126,1528,1271,1296,1233,1253,1338,1279,1307,1283,1208,1317,1235,1307,1249,1126,1528,1271,1296,1233,1253,1338,1279,1307,1283,1208,1317,1235,1307,1249,1126,1528,1271,1296,1233,1253,1338,1279,1307,1283,1208,1317,1235,1307,1249,1126,1528,1271,1296,1233,1253,1338,1279,1307,1283,383
609,615,707,396,905,481,879,598,736,463,610,901,596,723,674,609,615,707,396,905,481,879,598,736,463,610,901,596,723,674,609,615,707,396,905,481,879,598,736,463,610,901,596,723,674,609,615,707,396,905,481,879,598,736,463,610,901,596,723,674,609,615,707,396,905,481,879,598,736,463,610,901,596,723,674,609,615,707,396,905,481,879,598,736,463,610,901,596,723,674,609,615,707,396,905,481,879,598,736,463,610,901,596,723,674,609,615,707,396,905,481,879,598,736,463,610,901,596,723,674,609,615,707,396,905,481,879,598,736,463,610,901,596,723,674,609,615,707,396,905,481,879,598,736,463,610,901,596,723,674,609,615,707,396,905,481,879,598,736,463,610,901,596,723,674,609,615,707,396,905,481,879,598,736,463,610,901,596,723,674,291
312,297,222,421,319,296,321,300,330,323,317,313,313,319,315,312,297,222,421,319,296,321,300,330,323,317,313,313,319,315,312,297,222,421,319,296,321,300,330,323,317,313,313,319,315,312,297,222,421,319,296,321,300,330,323,317,313,313,319,315,312,297,222,421,319,296,321,300,330,323,317,313,313,319,315,312,297,222,421,319,296,321,300,330,323,317,313,313,319,315,312,297,222,421,319,296,321,300,330,323,317,313,313,319,315,312,297,222,421,319,296,321,300,330,323,317,313,313,319,315,312,297,222,421,319,296,321,300,330,323,317,313,313,319,315,312,297,222,421,319,296,321,300,330,323,317,313,313,319,315,312,297,222,421,319,296,321,300,330,323,317,313,313,319,315,312,297,222,421,319,296,321,300,330,323,317,313,313,319,315,319
1510,2622,1640,2291,1933,2281,1641,2050,2511,2193,2070,2064,2070,2068,2069,1510,2622,1640,2291,1933,2281,1641,2050,2511,2193,2070,2064,2070,2068,2069,1510,2622,1640,2291,1933,2281,1641,2050,2511,2193,2070,2064,2070,2068,2069,1510,2622,1640,2291,1933,2281,1641,2050,2511,2193,2070,2064,2070,2068,2069,1510,2622,1640,2291,1933,2281,1641,2050,2511,2193,2070,2064,2070,2068,2069,1510,2622,1640,2291,1933,2281,1641,2050,2511,2193,2070,2064,2070,2068,2069,1510,2622,1640,2291,1933,2281,1641,2050,2511,2193,2070,2064,2070,2068,2069,1510,2622,1640,2291,1933,2281,1641,2050,2511,2193,2070,2064,2070,2068,2069,1510,2622,1640,2291,1933,2281,1641,2050,2511,2193,2070,2064,2070,2068,2069,1510,2622,1640,2291,1933,2281,1641,2050,2511,2193,2070,2064,2070,2068,2069,1510,2622,1640,2291,1933,2281,1641,2050,2511,2193,2070,2064,2070,2068,2069,1510,2622,1640,2291,1933,2281,1641,2050,2511,2193,2070,2064,2070,2068,2069,252
1888,1869,2022,1776,2024,2014,1955,1977,1920,1945,1945,1789,2002,1933,2065,1888,1869,2022,1776,2024,2014,1955,1977,1920,1945,1945,1789,2002,1933,2065,1888,1869,2022,1776,2024,2014,1955,1977,1920,1945,1945,1789,2002,1933,2065,1888,1869,2022,1776,2024,2014,1955,1977,1920,1945,1945,1789,2002,1933,2065,1888,1869,2022,1776,2024,2014,1955,1977,1920,1945,1945,1789,2002,1933,2065,1888,1869,2022,1776,2024,2014,1955,1977,1920,1945,1945,1789,2002,1933,2065,1888,1869,2022,1776,2024,2014,1955,1977,1920,1945,1945,1789,2002,1933,2065,1888,1869,2022,1776,2024,2014,1955,1977,1920,1945,1945,1789,2002,1933,2065,1888,1869,2022,1776,2024,2014,1955,1977,1920,1945,1945,1789,2002,1933,2065,1888,1869,2022,1776,2024,2014,1955,1977,1920,1945,1945,1789,2002,1933,2065,1888,1869,2022,1776,2024,2014,1955,1977,1920,1945,1945,1789,2002,1933,2065,1888,1869,2022,1776,2024,2014,1955,1977,1920,1945,1945,1789,2002,1933,2065,413
575,564,631,689,580,751,656,659,638,633,635,412,873,592,685,575,564,631,689,580,751,656,659,638,633,635,412,873,592,685,575,564,631,689,580,751,656,659,638,633,635,412,873,592,685,575,564,631,689,580,751,656,659,638,633,635,412,873,592,685,575,564,631,689,580,751,656,659,638,633,635,412,873,592,685,575,564,631,689,580,751,656,659,638,633,635,412,873,592,685,575,564,631,689,580,751,656,659,638,633,635,412,873,592,685,575,564,631,689,580,751,656,659,638,633,635,412,873,592,685,575,564,631,689,580,751,656,659,638,633,635,412,873,592,685,575,564,631,689,580,751,656,659,638,633,635,412,873,592,685,575,564,631,689,580,751,656,659,638,633,635,412,873,592,685,575,564,631,689,580,751,656,659,638,633,635,412,873,592,685,21
1045,1020,1118,1031,1063,1107,875,1241,1013,893,1306,982,1089,1149,1067,1045,1020,1118,1031,1063,1107,875,1241,1013,893,1306,982,1089,1149,1067,1045,1020,1118,1031,1063,1107,875,1241,1013,893,1306,982,1089,1149,1067,1045,1020,1118,1031,1063,1107,875,1241,1013,893,1306,982,1089,1149,1067,1045,1020,1118,1031,1063,1107,875,1241,1013,893,1306,982,1089,1149,1067,1045,1020,1118,1031,1063,1107,875,1241,1013,893,1306,982,1089,1149,1067,1045,1020,1118,1031,1063,1107,875,1241,1013,893,1306,982,1089,1149,1067,1045,1020,1118,1031,1063,1107,875,1241,1013,893,1306,982,1089,1149,1067,1045,1020,1118,1031,1063,1107,875,1241,1013,893,1306,982,1089,1149,1067,1045,1020,1118,1031,1063,1107,875,1241,1013,893,1306,982,1089,1149,1067,1045,1020,1118,1031,1063,1107,875,1241,1013,893,1306,982,1089,1149,1067,1045,1020,1118,1031,1063,1107,875,1241,1013,893,1306,982,1089,1149,1067,569
403,479,538,450,398,187,918,481,271,597,581,425,515,504,485,403,479,538,450,398,187,918,481,271,597,581,425,515,504,485,403,479,538,450,398,187,918,481,271,597,581,425,515,504,485,403,479,538,450,398,187,918,481,271,597,581,425,515,504,485,403,479,538,450,398,187,918,481,271,597,581,425,515,504,485,403,479,538,450,398,187,918,481,271,597,581,425,515,504,485,403,479,538,450,398,187,918,481,271,597,581,425,515,504,485,403,479,538,450,398,187,918,481,271,597,581,425,515,504,485,403,479,538,450,398,187,918,481,271,597,581,425,515,504,485,403,479,538,450,398,187,918,481,271,597,581,425,515,504,485,403,479,538,450,398,187,918,481,271,597,581,425,515,504,485,403,479,538,450,398,187,918,481,271,597,581,425,515,504,485,325
1295,691,1337,1285,1845,1447,1216,668,2093,1359,1356,1312,1298,1358,1344,1295,691,1337,1285,1845,1447,1216,668,2093,1359,1356,1312,1298,1358,1344,1295,691,1337,1285,1845,1447,1216,668,2093,1359,1356,1312,1298,1358,1344,1295,691,1337,1285,1845,1447,1216,668,2093,1359,1356,1312,1298,1358,1344,1295,691,1337,1285,1845,1447,1216,668,2093,1359,1356,1312,1298,1358,1344,1295,691,1337,1285,1845,1447,1216,668,2093,1359,1356,1312,1298,1358,1344,1295,691,1337,1285,1845,1447,1216,668,2093,1359,1356,1312,1298,1358,1344,1295,691,1337,1285,1845,1447,1216,668,2093,1359,1356,1312,1298,1358,1344,1295,691,1337,1285,1845,1447,1216,668,2093,1359,1356,1312,1298,1358,1344,1295,691,1337,1285,1845,1447,1216,668,2093,1359,1356,1312,1298,1358,1344,1295,691,1337,1285,1845,1447,1216,668,2093,1359,1356,1312,1298,1358,1344,1295,691,1337,1285,1845,1447,1216,668,2093,1359,1356,1312,1298,1358,1344,134
74,78,80,77,77,77,77,78,77,77,77,77,76,78,78,74,78,80,77,77,77,77,78,77,77,77,77,76,78,78,74,78,80,77,77,77,77,78,77,77,77,77,76,78,78,74,78,80,77,77,77,77,78,77,77,77,77,76,78,78,74,78,80,77,77,77,77,78,77,77,77,77,76,78,78,74,78,80,77,77,77,77,78,77,77,77,77,76,78,78,74,78,80,77,77,77,77,78,77,77,77,77,76,78,78,74,78,80,77,77,77,77,78,77,77,77,77,76,78,78,74,78,80,77,77,77,77,78,77,77,77,77,76,78,78,74,78,80,77,77,77,77,78,77,77,77,77,76,78,78,74,78,80,77,77,77,77,78,77,77,77,77,76,78,78,74,78,80,77,77,77,77,78,77,77,77,77,76,78,78,98
1722,2584,2238,1533,1903,2281,2677,2771,503,3523,2837,2233,2187,1836,2719,1722,2584,2238,1533,1903,2281,2677,2771,503,3523,2837,2233,2187,1836,2719,1722,2584,2238,1533,1903,2281,2677,2771,503,3523,2837,2233,2187,1836,2719,1722,2584,2238,1533,1903,2281,2677,2771,503,3523,2837,2233,2187,1836,2719,1722,2584,2238,1533,1903,2281,2677,2771,503,3523,2837,2233,2187,1836,2719,1722,2584,2238,1533,1903,2281,2677,2771,503,3523,2837,2233,2187,1836,2719,1722,2584,2238,1533,1903,2281,2677,2771,503,3523,2837,2233,2187,1836,2719,1722,2584,2238,1533,1903,2281,2677,2771,503,3523,2837,2233,2187,1836,2719,1722,2584,2238,1533,1903,2281,2677,2771,503,3523,2837,2233,2187,1836,2719,1722,2584,2238,1533,1903,2281,2677,2771,503,3523,2837,2233,2187,1836,2719,1722,2584,2238,1533,1903,2281,2677,2771,503,3523,2837,2233,2187,1836,2719,1722,2584,2238,1533,1903,2281,2677,2771,503,3523,2837,2233,2187,1836,2719,533
1439,1502,1547,1524,1281,1276,1527,1925,1451,1544,1414,1608,1183,1598,1736,1439,1502,1547,1524,1281,1276,1527,1925,1451,1544,1414,1608,1183,1598,1736,1439,1502,1547,1524,1281,1276,1527,1925,1451,1544,1414,1608,1183,1598,1736,1439,1502,1547,1524,1281,1276,1527,1925,1451,1544,1414,1608,1183,1598,1736,1439,1502,1547,1524,1281,1276,1527,1925,1451,1544,1414,1608,1183,1598,1736,1439,1502,1547,1524,1281,1276,1527,1925,1451,1544,1414,1608,1183,1598,1736,1439,1502,1547,1524,1281,1276,1527,1925,1451,1544,1414,1608,1183,1598,1736,1439,1502,1547,1524,1281,1276,1527,1925,1451,1544,1414,1608,1183,1598,1736,1439,1502,1547,1524,1281,1276,1527,1925,1451,1544,1414,1608,1183,1598,1736,1439,1502,1547,1524,1281,1276,1527,1925,1451,1544,1414,1608,1183,1598,1736,1439,1502,1547,1524,1281,1276,1527,1925,1451,1544,1414,1608,1183,1598,1736,1439,1502,1547,1524,1281,1276,1527,1925,1451,1544,1414,1608,1183,1598,1736,108
1606,1673,1692,1659,1727,1755,1506,1719,1676,1676,1692,1689,1712,1784,1717,1606,1673,1692,1659,1727,1755,1506,1719,1676,1676,1692,1689,1712,1784,1717,1606,1673,1692,1659,1727,1755,1506,1719,1676,1676,1692,1689,1712,1784,1717,1606,1673,1692,1659,1727,1755,1506,1719,1676,1676,1692,1689,1712,1784,1717,1606,1673,1692,1659,1727,1755,1506,1719,1676,1676,1692,1689,1712,1784,1717,1606,1673,1692,1659,1727,1755,1506,1719,1676,1676,1692,1689,1712,1784,1717,1606,1673,1692,1659,1727,1755,1506,1719,1676,1676,1692,1689,1712,1784,1717,1606,1673,1692,1659,1727,1755,1506,1719,1676,1676,1692,1689,1712,1784,1717,1606,1673,1692,1659,1727,1755,1506,1719,1676,1676,1692,1689,1712,1784,1717,1606,1673,1692,1659,1727,1755,1506,1719,1676,1676,1692,1689,1712,1784,1717,1606,1673,1692,1659,1727,1755,1506,1719,1676,1676,1692,1689,1712,1784,1717,1606,1673,1692,1659,1727,1755,1506,1719,1676,1676,1692,1689,1712,1784,1717,402
1522,1557,1620,1585,1568,1575,1559,1582,1573,1543,1592,1581,1573,1518,1629,1522,1557,1620,1585,1568,1575,1559,1582,1573,1543,1592,1581,1573,1518,1629,1522,1557,1620,1585,1568,1575,1559,1582,1573,1543,1592,1581,1573,1518,1629,1522,1557,1620,1585,1568,1575,1559,1582,1573,1543,1592,1581,1573,1518,1629,1522,1557,1620,1585,1568,1575,1559,1582,1573,1543,1592,1581,1573,1518,1629,1522,1557,1620,1585,1568,1575,1559,1582,1573,1543,1592,1581,1573,1518,1629,1522,1557,1620,1585,1568,1575,1559,1582,1573,1543,1592,1581,1573,1518,1629,1522,1557,1620,1585,1568,1575,1559,1582,1573,1543,1592,1581,1573,1518,1629,1522,1557,1620,1585,1568,1575,1559,1582,1573,1543,1592,1581,1573,1518,1629,1522,1557,1620,1585,1568,1575,1559,1582,1573,1543,1592,1581,1573,1518,1629,1522,1557,1620,1585,1568,1575,1559,1582,1573,1543,1592,1581,1573,1518,1629,1522,1557,1620,1585,1568,1575,1559,1582,1573,1543,1592,1581,1573,1518,1629,507
1078,1034,1159,1066,1144,1108,1083,962,1245,1076,1102,984,1229,1083,1120,1078,1034,1159,1066,1144,1108,1083,962,1245,1076,1102,984,1229,1083,1120,1078,1034,1159,1066,1144,1108,1083,962,1245,1076,1102,984,1229,1083,1120,1078,1034,1159,1066,1144,1108,1083,962,1245,1076,1102,984,1229,1083,1120,1078,1034,1159,1066,1144,1108,1083,962,1245,1076,1102,984,1229,1083,1120,1078,1034,1159,1066,1144,1108,1083,962,1245,1076,1102,984,1229,1083,1120,1078,1034,1159,1066,1144,1108,1083,962,1245,1076,1102,984,1229,1083,1120,1078,1034,1159,1066,1144,1108,1083,962,1245,1076,1102,984,1229,1083,1120,1078,1034,1159,1066,1144,1108,1083,962,1245,1076,1102,984,1229,1083,1120,1078,1034,1159,1066,1144,1108,1083,962,1245,1076,1102,984,1229,1083,1120,1078,1034,1159,1066,1144,1108,1083,962,1245,1076,1102,984,1229,1083,1120,1078,1034,1159,1066,1144,1108,1083,962,1245,1076,1102,984,1229,1083,1120,367
561,538,622,600,510,632,565,638,582,580,588,583,582,581,587,561,538,622,600,510,632,565,638,582,580,588,583,582,581,587,561,538,622,600,510,632,565,638,582,580,588,583,582,581,587,561,538,622,600,510,632,565,638,582,580,588,583,582,581,587,561,538,622,600,510,632,565,638,582,580,588,583,582,581,587,561,538,622,600,510,632,565,638,582,580,588,583,582,581,587,561,538,622,600,510,632,565,638,582,580,588,583,582,581,587,561,538,622,600,510,632,565,638,582,580,588,583,582,581,587,561,538,622,600,510,632,565,638,582,580,588,583,582,581,587,561,538,622,600,510,632,565,638,582,580,588,583,582,581,587,561,538,622,600,510,632,565,638,582,580,588,583,582,581,587,561,538,622,600,510,632,565,638,582,580,588,583,582,581,587,590
3042,3061,2934,3156,3069,2947,3139,3064,3051,3061,3020,3081,3056,3033,3074,3042,3061,2934,3156,3069,2947,3139,3064,3051,3061,3020,3081,3056,3033,3074,3042,3061,2934,3156,3069,2947,3139,3064,3051,3061,3020,3081,3056,3033,3074,3042,3061,2934,3156,3069,2947,3139,3064,3051,3061,3020,3081,3056,3033,3074,3042,3061,2934,3156,3069,2947,3139,3064,3051,3061,3020,3081,3056,3033,3074,3042,3061,2934,3156,3069,2947,3139,3064,3051,3061,3020,3081,3056,3033,3074,3042,3061,2934,3156,3069,2947,3139,3064,3051,3061,3020,3081,3056,3033,3074,3042,3061,2934,3156,3069,2947,3139,3064,3051,3061,3020,3081,3056,3033,3074,3042,3061,2934,3156,3069,2947,3139,3064,3051,3061,3020,3081,3056,3033,3074,3042,3061,2934,3156,3069,2947,3139,3064,3051,3061,3020,3081,3056,3033,3074,3042,3061,2934,3156,3069,2947,3139,3064,3051,3061,3020,3081,3056,3033,3074,3042,3061,2934,3156,3069,2947,3139,3064,3051,3061,3020,3081,3056,3033,3074,475
2027,2297,2094,2215,2022,2231,2078,2241,2203,2193,2170,2154,2172,2151,2183,2027,2297,2094,2215,2022,2231,2078,2241,2203,2193,2170,2154,2172,2151,2183,2027,2297,2094,2215,2022,2231,2078,2241,2203,2193,2170,2154,2172,2151,2183,2027,2297,2094,2215,2022,2231,2078,2241,2203,2193,2170,2154,2172,2151,2183,2027,2297,2094,2215,2022,2231,2078,2241,2203,2193,2170,2154,2172,2151,2183,2027,2297,2094,2215,2022,2231,2078,2241,2203,2193,2170,2154,2172,2151,2183,2027,2297,2094,2215,2022,2231,2078,2241,2203,2193,2170,2154,2172,2151,2183,2027,2297,2094,2215,2022,2231,2078,2241,2203,2193,2170,2154,2172,2151,2183,2027,2297,2094,2215,2022,2231,2078,2241,2203,2193,2170,2154,2172,2151,2183,2027,2297,2094,2215,2022,2231,2078,2241,2203,2193,2170,2154,2172,2151,2183,2027,2297,2094,2215,2022,2231,2078,2241,2203,2193,2170,2154,2172,2151,2183,2027,2297,2094,2215,2022,2231,2078,2241,2203,2193,2170,2154,2172,2151,2183,120
1119,1194,1162,1166,1082,1236,1169,1056,1251,1176,1163,1161,1150,1172,1162,1119,1194,1162,1166,1082,1236,1169,1056,1251,1176,1163,1161,1150,1172,1162,1119,1194,1162,1166,1082,1236,1169,1056,1251,1176,1163,1161,1150,1172,1162,1119,1194,1162,1166,1082,1236,1169,1056,1251,1176,1163,1161,1150,1172,1162,1119,1194,1162,1166,1082,1236,1169,1056,1251,1176,1163,1161,1150,1172,1162,1119,1194,1162,1166,1082,1236,1169,1056,1251,1176,1163,1161,1150,1172,1162,1119,1194,1162,1166,1082,1236,1169,1056,1251,1176,1163,1161,1150,1172,1162,1119,1194,1162,1166,1082,1236,1169,1056,1251,1176,1163,1161,1150,1172,1162,1119,1194,1162,1166,1082,1236,1169,1056,1251,1176,1163,1161,1150,1172,1162,1119,1194,1162,1166,1082,1236,1169,1056,1251,1176,1163,1161,1150,1172,1162,1119,1194,1162,1166,1082,1236,1169,1056,1251,1176,1163,1161,1150,1172,1162,1119,1194,1162,1166,1082,1236,1169,1056,1251,1176,1163,1161,1150,1172,1162,483
780,1040,905,969,669,1169,921,778,725,1283,653,1117,898,879,1075,780,1040,905,969,669,1169,921,778,725,1283,653,1117,898,879,1075,780,1040,905,969,669,1169,921,778,725,1283,653,1117,898,879,1075,780,1040,905,969,669,1169,921,778,725,1283,653,1117,898,879,1075,780,1040,905,969,669,1169,921,778,725,1283,653,1117,898,879,1075,780,1040,905,969,669,1169,921,778,725,1283,653,1117,898,879,1075,780,1040,905,969,669,1169,921,778,725,1283,653,1117,898,879,1075,780,1040,905,969,669,1169,921,778,725,1283,653,1117,898,879,1075,780,1040,905,969,669,1169,921,778,725,1283,653,1117,898,879,1075,780,1040,905,969,669,1169,921,778,725,1283,653,1117,898,879,1075,780,1040,905,969,669,1169,921,778,725,1283,653,1117,898,879,1075,780,1040,905,969,669,1169,921,778,725,1283,653,1117,898,879,1075,620
1377,1373,1375,1322,1437,1377,1376,1376,1349,1332,1449,1378,1315,1439,1378,1377,1373,1375,1322,1437,1377,1376,1376,1349,1332,1449,1378,1315,1439,1378,1377,1373,1375,1322,1437,1377,1376,1376,1349,1332,1449,1378,1315,1439,1378,1377,1373,1375,1322,1437,1377,1376,1376,1349,1332,1449,1378,1315,1439,1378,1377,1373,1375,1322,1437,1377,1376,1376,1349,1332,1449,1378,1315,1439,1378,1377,1373,1375,1322,1437,1377,1376,1376,1349,1332,1449,1378,1315,1439,1378,1377,1373,1375,1322,1437,1377,1376,1376,1349,1332,1449,1378,1315,1439,1378,1377,1373,1375,1322,1437,1377,1376,1376,1349,1332,1449,1378,1315,1439,1378,1377,1373,1375,1322,1437,1377,1376,1376,1349,1332,1449,1378,1315,1439,1378,1377,1373,1375,1322,1437,1377,1376,1376,1349,1332,1449,1378,1315,1439,1378,1377,1373,1375,1322,1437,1377,1376,1376,1349,1332,1449,1378,1315,1439,1378,1377,1373,1375,1322,1437,1377,1376,1376,1349,1332,1449,1378,1315,1439,1378,156
1441,1419,1462,1440,1432,1444,1449,1434,1315,1494,1510,1395,1235,1562,1582,1441,1419,1462,1440,1432,1444,1449,1434,1315,1494,1510,1395,1235,1562,1582,1441,1419,1462,1440,1432,1444,1449,1434,1315,1494,1510,1395,1235,1562,1582,1441,1419,1462,1440,1432,1444,1449,1434,1315,1494,1510,1395,1235,1562,1582,1441,1419,1462,1440,1432,1444,1449,1434,1315,1494,1510,1395,1235,1562,1582,1441,1419,1462,1440,1432,1444,1449,1434,1315,1494,1510,1395,1235,1562,1582,1441,1419,1462,1440,1432,1444,1449,1434,1315,1494,1510,1395,1235,1562,1582,1441,1419,1462,1440,1432,1444,1449,1434,1315,1494,1510,1395,1235,1562,1582,1441,1419,1462,1440,1432,1444,1449,1434,1315,1494,1510,1395,1235,1562,1582,1441,1419,1462,1440,1432,1444,1449,1434,1315,1494,1510,1395,1235,1562,1582,1441,1419,1462,1440,1432,1444,1449,1434,1315,1494,1510,1395,1235,1562,1582,1441,1419,1462,1440,1432,1444,1449,1434,1315,1494,1510,1395,1235,1562,1582,364
2383,2347,3926,2868,1251,4465,2267,2420,4039,2398,3336,2185,3548,2798,3046,2383,2347,3926,2868,1251,4465,2267,2420,4039,2398,3336,2185,3548,2798,3046,2383,2347,3926,2868,1251,4465,2267,2420,4039,2398,3336,2185,3548,2798,3046,2383,2347,3926,2868,1251,4465,2267,2420,4039,2398,3336,2185,3548,2798,3046,2383,2347,3926,2868,1251,4465,2267,2420,4039,2398,3336,2185,3548,2798,3046,2383,2347,3926,2868,1251,4465,2267,2420,4039,2398,3336,2185,3548,2798,3046,2383,2347,3926,2868,1251,4465,2267,2420,4039,2398,3336,2185,3548,2798,3046,2383,2347,3926,2868,1251,4465,2267,2420,4039,2398,3336,2185,3548,2798,3046,2383,2347,3926,2868,1251,4465,2267,2420,4039,2398,3336,2185,3548,2798,3046,2383,2347,3926,2868,1251,4465,2267,2420,4039,2398,3336,2185,3548,2798,3046,2383,2347,3926,2868,1251,4465,2267,2420,4039,2398,3336,2185,3548,2798,3046,2383,2347,3926,2868,1251,4465,2267,2420,4039,2398,3336,2185,3548,2798,3046,515
2543,3307,3175,3082,3090,3055,2912,2887,3336,2536,3552,3039,2841,3242,3051,2543,3307,3175,3082,3090,3055,2912,2887,3336,2536,3552,3039,2841,3242,3051,2543,3307,3175,3082,3090,3055,2912,2887,3336,2536,3552,3039,2841,3242,3051,2543,3307,3175,3082,3090,3055,2912,2887,3336,2536,3552,3039,2841,3242,3051,2543,3307,3175,3082,3090,3055,2912,2887,3336,2536,3552,3039,2841,3242,3051,2543,3307,3175,3082,3090,3055,2912,2887,3336,2536,3552,3039,2841,3242,3051,2543,3307,3175,3082,3090,3055,2912,2887,3336,2536,3552,3039,2841,3242,3051,2543,3307,3175,3082,3090,3055,2912,2887,3336,2536,3552,3039,2841,3242,3051,2543,3307,3175,3082,3090,3055,2912,2887,3336,2536,3552,3039,2841,3242,3051,2543,3307,3175,3082,3090,3055,2912,2887,3336,2536,3552,3039,2841,3242,3051,2543,3307,3175,3082,3090,3055,2912,2887,3336,2536,3552,3039,2841,3242,3051,2543,3307,3175,3082,3090,3055,2912,2887,3336,2536,3552,3039,2841,3242,3051,545
