band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_1_9,band_1_10,band_1_11,band_1_12,band_1_13,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_2_9,band_2_10,band_2_11,band_2_12,band_2_13,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_3_9,band_3_10,band_3_11,band_3_12,band_3_13,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_4_9,band_4_10,band_4_11,band_4_12,band_4_13,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_5_9,band_5_10,band_5_11,band_5_12,band_5_13,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_6_9,band_6_10,band_6_11,band_6_12,band_6_13,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_7_9,band_7_10,band_7_11,band_7_12,band_7_13,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_8_9,band_8_10,band_8_11,band_8_12,band_8_13,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_9_9,band_9_10,band_9_11,band_9_12,band_9_13,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_10_9,band_10_10,band_10_11,band_10_12,band_10_13,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_11_9,band_11_10,band_11_11,band_11_12,band_11_13,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,band_12_9,band_12_10,band_12_11,band_12_12,band_12_13,census_code
2842,2780,2839,2856,2866,2701,2936,2889,2833,2861,2856,2799,2897,2842,2780,2839,2856,2866,2701,2936,2889,2833,2861,2856,2799,2897,2842,2780,2839,2856,2866,2701,2936,2889,2833,2861,2856,2799,2897,2842,2780,2839,2856,2866,2701,2936,2889,2833,2861,2856,2799,2897,2842,2780,2839,2856,2866,2701,2936,2889,2833,2861,2856,2799,2897,2842,2780,2839,2856,2866,2701,2936,2889,2833,2861,2856,2799,2897,2842,2780,2839,2856,2866,2701,2936,2889,2833,2861,2856,2799,2897,2842,2780,2839,2856,2866,2701,2936,2889,2833,2861,2856,2799,2897,2842,2780,2839,2856,2866,2701,2936,2889,2833,2861,2856,2799,2897,2842,2780,2839,2856,2866,2701,2936,2889,2833,2861,2856,2799,2897,2842,2780,2839,2856,2866,2701,2936,2889,2833,2861,2856,2799,2897,2842,2780,2839,2856,2866,2701,2936,2889,2833,2861,2856,2799,2897,398
791,451,750,911,1167,385,963,934,679,940,1002,797,866,791,451,750,911,1167,385,963,934,679,940,1002,797,866,791,451,750,911,1167,385,963,934,679,940,1002,797,866,791,451,750,911,1167,385,963,934,679,940,1002,797,866,791,451,750,911,1167,385,963,934,679,940,1002,797,866,791,451,750,911,1167,385,963,934,679,940,1002,797,866,791,451,750,911,1167,385,963,934,679,940,1002,797,866,791,451,750,911,1167,385,963,934,679,940,1002,797,866,791,451,750,911,1167,385,963,934,679,940,1002,797,866,791,451,750,911,1167,385,963,934,679,940,1002,797,866,791,451,750,911,1167,385,963,934,679,940,1002,797,866,791,451,750,911,1167,385,963,934,679,940,1002,797,866,379
748,988,856,785,1186,817,552,1184,1252,542,1269,896,1015,748,988,856,785,1186,817,552,1184,1252,542,1269,896,1015,748,988,856,785,1186,817,552,1184,1252,542,1269,896,1015,748,988,856,785,1186,817,552,1184,1252,542,1269,896,1015,748,988,856,785,1186,817,552,1184,1252,542,1269,896,1015,748,988,856,785,1186,817,552,1184,1252,542,1269,896,1015,748,988,856,785,1186,817,552,1184,1252,542,1269,896,1015,748,988,856,785,1186,817,552,1184,1252,542,1269,896,1015,748,988,856,785,1186,817,552,1184,1252,542,1269,896,1015,748,988,856,785,1186,817,552,1184,1252,542,1269,896,1015,748,988,856,785,1186,817,552,1184,1252,542,1269,896,1015,748,988,856,785,1186,817,552,1184,1252,542,1269,896,1015,44
544,819,555,416,685,1065,686,248,1111,655,710,682,682,544,819,555,416,685,1065,686,248,1111,655,710,682,682,544,819,555,416,685,1065,686,248,1111,655,710,682,682,544,819,555,416,685,1065,686,248,1111,655,710,682,682,544,819,555,416,685,1065,686,248,1111,655,710,682,682,544,819,555,416,685,1065,686,248,1111,655,710,682,682,544,819,555,416,685,1065,686,248,1111,655,710,682,682,544,819,555,416,685,1065,686,248,1111,655,710,682,682,544,819,555,416,685,1065,686,248,1111,655,710,682,682,544,819,555,416,685,1065,686,248,1111,655,710,682,682,544,819,555,416,685,1065,686,248,1111,655,710,682,682,544,819,555,416,685,1065,686,248,1111,655,710,682,682,83
2999,4637,3828,4687,3993,4083,4087,3921,4205,2938,5165,2993,5106,2999,4637,3828,4687,3993,4083,4087,3921,4205,2938,5165,2993,5106,2999,4637,3828,4687,3993,4083,4087,3921,4205,2938,5165,2993,5106,2999,4637,3828,4687,3993,4083,4087,3921,4205,2938,5165,2993,5106,2999,4637,3828,4687,3993,4083,4087,3921,4205,2938,5165,2993,5106,2999,4637,3828,4687,3993,4083,4087,3921,4205,2938,5165,2993,5106,2999,4637,3828,4687,3993,4083,4087,3921,4205,2938,5165,2993,5106,2999,4637,3828,4687,3993,4083,4087,3921,4205,2938,5165,2993,5106,2999,4637,3828,4687,3993,4083,4087,3921,4205,2938,5165,2993,5106,2999,4637,3828,4687,3993,4083,4087,3921,4205,2938,5165,2993,5106,2999,4637,3828,4687,3993,4083,4087,3921,4205,2938,5165,2993,5106,2999,4637,3828,4687,3993,4083,4087,3921,4205,2938,5165,2993,5106,503
85,88,108,99,118,95,104,81,103,112,97,104,104,85,88,108,99,118,95,104,81,103,112,97,104,104,85,88,108,99,118,95,104,81,103,112,97,104,104,85,88,108,99,118,95,104,81,103,112,97,104,104,85,88,108,99,118,95,104,81,103,112,97,104,104,85,88,108,99,118,95,104,81,103,112,97,104,104,85,88,108,99,118,95,104,81,103,112,97,104,104,85,88,108,99,118,95,104,81,103,112,97,104,104,85,88,108,99,118,95,104,81,103,112,97,104,104,85,88,108,99,118,95,104,81,103,112,97,104,104,85,88,108,99,118,95,104,81,103,112,97,104,104,85,88,108,99,118,95,104,81,103,112,97,104,104,205
4283,4314,3741,4020,4387,4298,4215,4515,4966,4145,4488,4401,4322,4283,4314,3741,4020,4387,4298,4215,4515,4966,4145,4488,4401,4322,4283,4314,3741,4020,4387,4298,4215,4515,4966,4145,4488,4401,4322,4283,4314,3741,4020,4387,4298,4215,4515,4966,4145,4488,4401,4322,4283,4314,3741,4020,4387,4298,4215,4515,4966,4145,4488,4401,4322,4283,4314,3741,4020,4387,4298,4215,4515,4966,4145,4488,4401,4322,4283,4314,3741,4020,4387,4298,4215,4515,4966,4145,4488,4401,4322,4283,4314,3741,4020,4387,4298,4215,4515,4966,4145,4488,4401,4322,4283,4314,3741,4020,4387,4298,4215,4515,4966,4145,4488,4401,4322,4283,4314,3741,4020,4387,4298,4215,4515,4966,4145,4488,4401,4322,4283,4314,3741,4020,4387,4298,4215,4515,4966,4145,4488,4401,4322,4283,4314,3741,4020,4387,4298,4215,4515,4966,4145,4488,4401,4322,555
4795,4660,5107,4713,4704,5142,4835,4876,4857,4854,4853,4853,4857,4795,4660,5107,4713,4704,5142,4835,4876,4857,4854,4853,4853,4857,4795,4660,5107,4713,4704,5142,4835,4876,4857,4854,4853,4853,4857,4795,4660,5107,4713,4704,5142,4835,4876,4857,4854,4853,4853,4857,4795,4660,5107,4713,4704,5142,4835,4876,4857,4854,4853,4853,4857,4795,4660,5107,4713,4704,5142,4835,4876,4857,4854,4853,4853,4857,4795,4660,5107,4713,4704,5142,4835,4876,4857,4854,4853,4853,4857,4795,4660,5107,4713,4704,5142,4835,4876,4857,4854,4853,4853,4857,4795,4660,5107,4713,4704,5142,4835,4876,4857,4854,4853,4853,4857,4795,4660,5107,4713,4704,5142,4835,4876,4857,4854,4853,4853,4857,4795,4660,5107,4713,4704,5142,4835,4876,4857,4854,4853,4853,4857,4795,4660,5107,4713,4704,5142,4835,4876,4857,4854,4853,4853,4857,25
3613,3143,4052,3579,2214,4952,3376,2909,4646,3504,3695,3667,3614,3613,3143,4052,3579,2214,4952,3376,2909,4646,3504,3695,3667,3614,3613,3143,4052,3579,2214,4952,3376,2909,4646,3504,3695,3667,3614,3613,3143,4052,3579,2214,4952,3376,2909,4646,3504,3695,3667,3614,3613,3143,4052,3579,2214,4952,3376,2909,4646,3504,3695,3667,3614,3613,3143,4052,3579,2214,4952,3376,2909,4646,3504,3695,3667,3614,3613,3143,4052,3579,2214,4952,3376,2909,4646,3504,3695,3667,3614,3613,3143,4052,3579,2214,4952,3376,2909,4646,3504,3695,3667,3614,3613,3143,4052,3579,2214,4952,3376,2909,4646,3504,3695,3667,3614,3613,3143,4052,3579,2214,4952,3376,2909,4646,3504,3695,3667,3614,3613,3143,4052,3579,2214,4952,3376,2909,4646,3504,3695,3667,3614,3613,3143,4052,3579,2214,4952,3376,2909,4646,3504,3695,3667,3614,469
1030,1044,1028,1025,1043,1004,1011,1005,1131,1033,1017,1049,1056,1030,1044,1028,1025,1043,1004,1011,1005,1131,1033,1017,1049,1056,1030,1044,1028,1025,1043,1004,1011,1005,1131,1033,1017,1049,1056,1030,1044,1028,1025,1043,1004,1011,1005,1131,1033,1017,1049,1056,1030,1044,1028,1025,1043,1004,1011,1005,1131,1033,1017,1049,1056,1030,1044,1028,1025,1043,1004,1011,1005,1131,1033,1017,1049,1056,1030,1044,1028,1025,1043,1004,1011,1005,1131,1033,1017,1049,1056,1030,1044,1028,1025,1043,1004,1011,1005,1131,1033,1017,1049,1056,1030,1044,1028,1025,1043,1004,1011,1005,1131,1033,1017,1049,1056,1030,1044,1028,1025,1043,1004,1011,1005,1131,1033,1017,1049,1056,1030,1044,1028,1025,1043,1004,1011,1005,1131,1033,1017,1049,1056,1030,1044,1028,1025,1043,1004,1011,1005,1131,1033,1017,1049,1056,602
609,796,680,711,660,768,489,888,726,711,693,678,743,609,796,680,711,660,768,489,888,726,711,693,678,743,609,796,680,711,660,768,489,888,726,711,693,678,743,609,796,680,711,660,768,489,888,726,711,693,678,743,609,796,680,711,660,768,489,888,726,711,693,678,743,609,796,680,711,660,768,489,888,726,711,693,678,743,609,796,680,711,660,768,489,888,726,711,693,678,743,609,796,680,711,660,768,489,888,726,711,693,678,743,609,796,680,711,660,768,489,888,726,711,693,678,743,609,796,680,711,660,768,489,888,726,711,693,678,743,609,796,680,711,660,768,489,888,726,711,693,678,743,609,796,680,711,660,768,489,888,726,711,693,678,743,217
32,64,150,41,124,85,52,49,73,63,73,32,64,150,41,124,85,52,49,73,63,73,32,64,150,41,124,85,52,49,73,63,73,32,64,150,41,124,85,52,49,73,63,73,32,64,150,41,124,85,52,49,73,63,73,32,64,150,41,124,85,52,49,73,63,73,32,64,150,41,124,85,52,49,73,63,73,32,64,150,41,124,85,52,49,73,63,73,32,64,150,41,124,85,52,49,73,63,73,32,64,150,41,124,85,52,49,73,63,73,32,64,150,41,124,85,52,49,73,63,73,32,64,150,41,124,85,52,49,73,63,73,30,,,,,,,,,,,,,,,,,,,,,,,,
2090,2192,2408,2027,2497,2266,2247,2237,825,3627,1361,3092,2342,2090,2192,2408,2027,2497,2266,2247,2237,825,3627,1361,3092,2342,2090,2192,2408,2027,2497,2266,2247,2237,825,3627,1361,3092,2342,2090,2192,2408,2027,2497,2266,2247,2237,825,3627,1361,3092,2342,2090,2192,2408,2027,2497,2266,2247,2237,825,3627,1361,3092,2342,2090,2192,2408,2027,2497,2266,2247,2237,825,3627,1361,3092,2342,2090,2192,2408,2027,2497,2266,2247,2237,825,3627,1361,3092,2342,2090,2192,2408,2027,2497,2266,2247,2237,825,3627,1361,3092,2342,2090,2192,2408,2027,2497,2266,2247,2237,825,3627,1361,3092,2342,2090,2192,2408,2027,2497,2266,2247,2237,825,3627,1361,3092,2342,2090,2192,2408,2027,2497,2266,2247,2237,825,3627,1361,3092,2342,2090,2192,2408,2027,2497,2266,2247,2237,825,3627,1361,3092,2342,449
1007,908,1070,943,972,1120,1011,1043,1003,906,975,1149,1025,1007,908,1070,943,972,1120,1011,1043,1003,906,975,1149,1025,1007,908,1070,943,972,1120,1011,1043,1003,906,975,1149,1025,1007,908,1070,943,972,1120,1011,1043,1003,906,975,1149,1025,1007,908,1070,943,972,1120,1011,1043,1003,906,975,1149,1025,1007,908,1070,943,972,1120,1011,1043,1003,906,975,1149,1025,1007,908,1070,943,972,1120,1011,1043,1003,906,975,1149,1025,1007,908,1070,943,972,1120,1011,1043,1003,906,975,1149,1025,1007,908,1070,943,972,1120,1011,1043,1003,906,975,1149,1025,1007,908,1070,943,972,1120,1011,1043,1003,906,975,1149,1025,1007,908,1070,943,972,1120,1011,1043,1003,906,975,1149,1025,1007,908,1070,943,972,1120,1011,1043,1003,906,975,1149,1025,32
1095,1065,1122,975,1215,1099,946,1240,913,1262,1109,1074,1123,1095,1065,1122,975,1215,1099,946,1240,913,1262,1109,1074,1123,1095,1065,1122,975,1215,1099,946,1240,913,1262,1109,1074,1123,1095,1065,1122,975,1215,1099,946,1240,913,1262,1109,1074,1123,1095,1065,1122,975,1215,1099,946,1240,913,1262,1109,1074,1123,1095,1065,1122,975,1215,1099,946,1240,913,1262,1109,1074,1123,1095,1065,1122,975,1215,1099,946,1240,913,1262,1109,1074,1123,1095,1065,1122,975,1215,1099,946,1240,913,1262,1109,1074,1123,1095,1065,1122,975,1215,1099,946,1240,913,1262,1109,1074,1123,1095,1065,1122,975,1215,1099,946,1240,913,1262,1109,1074,1123,1095,1065,1122,975,1215,1099,946,1240,913,1262,1109,1074,1123,1095,1065,1122,975,1215,1099,946,1240,913,1262,1109,1074,1123,216
41,45,43,43,40,39,48,41,46,41,43,45,43,41,45,43,43,40,39,48,41,46,41,43,45,43,41,45,43,43,40,39,48,41,46,41,43,45,43,41,45,43,43,40,39,48,41,46,41,43,45,43,41,45,43,43,40,39,48,41,46,41,43,45,43,41,45,43,43,40,39,48,41,46,41,43,45,43,41,45,43,43,40,39,48,41,46,41,43,45,43,41,45,43,43,40,39,48,41,46,41,43,45,43,41,45,43,43,40,39,48,41,46,41,43,45,43,41,45,43,43,40,39,48,41,46,41,43,45,43,41,45,43,43,40,39,48,41,46,41,43,45,43,41,45,43,43,40,39,48,41,46,41,43,45,43,96
1031,1304,1108,1198,1148,1214,1168,1167,1167,1163,1166,1156,1184,1031,1304,1108,1198,1148,1214,1168,1167,1167,1163,1166,1156,1184,1031,1304,1108,1198,1148,1214,1168,1167,1167,1163,1166,1156,1184,1031,1304,1108,1198,1148,1214,1168,1167,1167,1163,1166,1156,1184,1031,1304,1108,1198,1148,1214,1168,1167,1167,1163,1166,1156,1184,1031,1304,1108,1198,1148,1214,1168,1167,1167,1163,1166,1156,1184,1031,1304,1108,1198,1148,1214,1168,1167,1167,1163,1166,1156,1184,1031,1304,1108,1198,1148,1214,1168,1167,1167,1163,1166,1156,1184,1031,1304,1108,1198,1148,1214,1168,1167,1167,1163,1166,1156,1184,1031,1304,1108,1198,1148,1214,1168,1167,1167,1163,1166,1156,1184,1031,1304,1108,1198,1148,1214,1168,1167,1167,1163,1166,1156,1184,1031,1304,1108,1198,1148,1214,1168,1167,1167,1163,1166,1156,1184,14
866,961,972,921,555,1363,733,1153,1390,1276,846,1338,866,961,972,921,555,1363,733,1153,1390,1276,846,1338,866,961,972,921,555,1363,733,1153,1390,1276,846,1338,866,961,972,921,555,1363,733,1153,1390,1276,846,1338,866,961,972,921,555,1363,733,1153,1390,1276,846,1338,866,961,972,921,555,1363,733,1153,1390,1276,846,1338,866,961,972,921,555,1363,733,1153,1390,1276,846,1338,866,961,972,921,555,1363,733,1153,1390,1276,846,1338,866,961,972,921,555,1363,733,1153,1390,1276,846,1338,866,961,972,921,555,1363,733,1153,1390,1276,846,1338,866,961,972,921,555,1363,733,1153,1390,1276,846,1338,866,961,972,921,555,1363,733,1153,1390,1276,846,1338,594,,,,,,,,,,,,
4829,4790,4868,4759,4905,4765,4837,4785,4739,4472,5380,4815,4851,4829,4790,4868,4759,4905,4765,4837,4785,4739,4472,5380,4815,4851,4829,4790,4868,4759,4905,4765,4837,4785,4739,4472,5380,4815,4851,4829,4790,4868,4759,4905,4765,4837,4785,4739,4472,5380,4815,4851,4829,4790,4868,4759,4905,4765,4837,4785,4739,4472,5380,4815,4851,4829,4790,4868,4759,4905,4765,4837,4785,4739,4472,5380,4815,4851,4829,4790,4868,4759,4905,4765,4837,4785,4739,4472,5380,4815,4851,4829,4790,4868,4759,4905,4765,4837,4785,4739,4472,5380,4815,4851,4829,4790,4868,4759,4905,4765,4837,4785,4739,4472,5380,4815,4851,4829,4790,4868,4759,4905,4765,4837,4785,4739,4472,5380,4815,4851,4829,4790,4868,4759,4905,4765,4837,4785,4739,4472,5380,4815,4851,4829,4790,4868,4759,4905,4765,4837,4785,4739,4472,5380,4815,4851,554
2691,2857,2589,2711,3259,3133,2456,3115,2791,3062,2958,3078,2926,2691,2857,2589,2711,3259,3133,2456,3115,2791,3062,2958,3078,2926,2691,2857,2589,2711,3259,3133,2456,3115,2791,3062,2958,3078,2926,2691,2857,2589,2711,3259,3133,2456,3115,2791,3062,2958,3078,2926,2691,2857,2589,2711,3259,3133,2456,3115,2791,3062,2958,3078,2926,2691,2857,2589,2711,3259,3133,2456,3115,2791,3062,2958,3078,2926,2691,2857,2589,2711,3259,3133,2456,3115,2791,3062,2958,3078,2926,2691,2857,2589,2711,3259,3133,2456,3115,2791,3062,2958,3078,2926,2691,2857,2589,2711,3259,3133,2456,3115,2791,3062,2958,3078,2926,2691,2857,2589,2711,3259,3133,2456,3115,2791,3062,2958,3078,2926,2691,2857,2589,2711,3259,3133,2456,3115,2791,3062,2958,3078,2926,2691,2857,2589,2711,3259,3133,2456,3115,2791,3062,2958,3078,2926,416
702,737,715,639,635,827,773,663,781,580,833,725,740,702,737,715,639,635,827,773,663,781,580,833,725,740,702,737,715,639,635,827,773,663,781,580,833,725,740,702,737,715,639,635,827,773,663,781,580,833,725,740,702,737,715,639,635,827,773,663,781,580,833,725,740,702,737,715,639,635,827,773,663,781,580,833,725,740,702,737,715,639,635,827,773,663,781,580,833,725,740,702,737,715,639,635,827,773,663,781,580,833,725,740,702,737,715,639,635,827,773,663,781,580,833,725,740,702,737,715,639,635,827,773,663,781,580,833,725,740,702,737,715,639,635,827,773,663,781,580,833,725,740,702,737,715,639,635,827,773,663,781,580,833,725,740,160
1468,1412,1473,1300,1640,1487,1411,1500,1509,1471,1439,1476,1487,1468,1412,1473,1300,1640,1487,1411,1500,1509,1471,1439,1476,1487,1468,1412,1473,1300,1640,1487,1411,1500,1509,1471,1439,1476,1487,1468,1412,1473,1300,1640,1487,1411,1500,1509,1471,1439,1476,1487,1468,1412,1473,1300,1640,1487,1411,1500,1509,1471,1439,1476,1487,1468,1412,1473,1300,1640,1487,1411,1500,1509,1471,1439,1476,1487,1468,1412,1473,1300,1640,1487,1411,1500,1509,1471,1439,1476,1487,1468,1412,1473,1300,1640,1487,1411,1500,1509,1471,1439,1476,1487,1468,1412,1473,1300,1640,1487,1411,1500,1509,1471,1439,1476,1487,1468,1412,1473,1300,1640,1487,1411,1500,1509,1471,1439,1476,1487,1468,1412,1473,1300,1640,1487,1411,1500,1509,1471,1439,1476,1487,1468,1412,1473,1300,1640,1487,1411,1500,1509,1471,1439,1476,1487,604
1348,1322,1546,1259,1573,1278,1261,1473,1414,1372,1189,1884,1462,1348,1322,1546,1259,1573,1278,1261,1473,1414,1372,1189,1884,1462,1348,1322,1546,1259,1573,1278,1261,1473,1414,1372,1189,1884,1462,1348,1322,1546,1259,1573,1278,1261,1473,1414,1372,1189,1884,1462,1348,1322,1546,1259,1573,1278,1261,1473,1414,1372,1189,1884,1462,1348,1322,1546,1259,1573,1278,1261,1473,1414,1372,1189,1884,1462,1348,1322,1546,1259,1573,1278,1261,1473,1414,1372,1189,1884,1462,1348,1322,1546,1259,1573,1278,1261,1473,1414,1372,1189,1884,1462,1348,1322,1546,1259,1573,1278,1261,1473,1414,1372,1189,1884,1462,1348,1322,1546,1259,1573,1278,1261,1473,1414,1372,1189,1884,1462,1348,1322,1546,1259,1573,1278,1261,1473,1414,1372,1189,1884,1462,1348,1322,1546,1259,1573,1278,1261,1473,1414,1372,1189,1884,1462,593
752,797,736,732,880,719,775,765,864,682,805,849,784,752,797,736,732,880,719,775,765,864,682,805,849,784,752,797,736,732,880,719,775,765,864,682,805,849,784,752,797,736,732,880,719,775,765,864,682,805,849,784,752,797,736,732,880,719,775,765,864,682,805,849,784,752,797,736,732,880,719,775,765,864,682,805,849,784,752,797,736,732,880,719,775,765,864,682,805,849,784,752,797,736,732,880,719,775,765,864,682,805,849,784,752,797,736,732,880,719,775,765,864,682,805,849,784,752,797,736,732,880,719,775,765,864,682,805,849,784,752,797,736,732,880,719,775,765,864,682,805,849,784,752,797,736,732,880,719,775,765,864,682,805,849,784,392
19,19,5,49,40,6,31,19,18,18,21,19,19,5,49,40,6,31,19,18,18,21,19,19,5,49,40,6,31,19,18,18,21,19,19,5,49,40,6,31,19,18,18,21,19,19,5,49,40,6,31,19,18,18,21,19,19,5,49,40,6,31,19,18,18,21,19,19,5,49,40,6,31,19,18,18,21,19,19,5,49,40,6,31,19,18,18,21,19,19,5,49,40,6,31,19,18,18,21,19,19,5,49,40,6,31,19,18,18,21,19,19,5,49,40,6,31,19,18,18,21,19,19,5,49,40,6,31,19,18,18,21,27,,,,,,,,,,,,,,,,,,,,,,,,
2943,2955,2961,2792,3108,2961,2880,2803,3173,2955,2930,2828,3104,2943,2955,2961,2792,3108,2961,2880,2803,3173,2955,2930,2828,3104,2943,2955,2961,2792,3108,2961,2880,2803,3173,2955,2930,2828,3104,2943,2955,2961,2792,3108,2961,2880,2803,3173,2955,2930,2828,3104,2943,2955,2961,2792,3108,2961,2880,2803,3173,2955,2930,2828,3104,2943,2955,2961,2792,3108,2961,2880,2803,3173,2955,2930,2828,3104,2943,2955,2961,2792,3108,2961,2880,2803,3173,2955,2930,2828,3104,2943,2955,2961,2792,3108,2961,2880,2803,3173,2955,2930,2828,3104,2943,2955,2961,2792,3108,2961,2880,2803,3173,2955,2930,2828,3104,2943,2955,2961,2792,3108,2961,2880,2803,3173,2955,2930,2828,3104,2943,2955,2961,2792,3108,2961,2880,2803,3173,2955,2930,2828,3104,2943,2955,2961,2792,3108,2961,2880,2803,3173,2955,2930,2828,3104,425
708,667,711,791,712,725,689,737,733,719,718,714,726,708,667,711,791,712,725,689,737,733,719,718,714,726,708,667,711,791,712,725,689,737,733,719,718,714,726,708,667,711,791,712,725,689,737,733,719,718,714,726,708,667,711,791,712,725,689,737,733,719,718,714,726,708,667,711,791,712,725,689,737,733,719,718,714,726,708,667,711,791,712,725,689,737,733,719,718,714,726,708,667,711,791,712,725,689,737,733,719,718,714,726,708,667,711,791,712,725,689,737,733,719,718,714,726,708,667,711,791,712,725,689,737,733,719,718,714,726,708,667,711,791,712,725,689,737,733,719,718,714,726,708,667,711,791,712,725,689,737,733,719,718,714,726,473
272,548,403,455,419,432,422,526,433,435,435,435,435,272,548,403,455,419,432,422,526,433,435,435,435,435,272,548,403,455,419,432,422,526,433,435,435,435,435,272,548,403,455,419,432,422,526,433,435,435,435,435,272,548,403,455,419,432,422,526,433,435,435,435,435,272,548,403,455,419,432,422,526,433,435,435,435,435,272,548,403,455,419,432,422,526,433,435,435,435,435,272,548,403,455,419,432,422,526,433,435,435,435,435,272,548,403,455,419,432,422,526,433,435,435,435,435,272,548,403,455,419,432,422,526,433,435,435,435,435,272,548,403,455,419,432,422,526,433,435,435,435,435,272,548,403,455,419,432,422,526,433,435,435,435,435,75
1431,1397,1469,1369,1494,1385,1481,1438,1420,1449,1432,1425,1443,1431,1397,1469,1369,1494,1385,1481,1438,1420,1449,1432,1425,1443,1431,1397,1469,1369,1494,1385,1481,1438,1420,1449,1432,1425,1443,1431,1397,1469,1369,1494,1385,1481,1438,1420,1449,1432,1425,1443,1431,1397,1469,1369,1494,1385,1481,1438,1420,1449,1432,1425,1443,1431,1397,1469,1369,1494,1385,1481,1438,1420,1449,1432,1425,1443,1431,1397,1469,1369,1494,1385,1481,1438,1420,1449,1432,1425,1443,1431,1397,1469,1369,1494,1385,1481,1438,1420,1449,1432,1425,1443,1431,1397,1469,1369,1494,1385,1481,1438,1420,1449,1432,1425,1443,1431,1397,1469,1369,1494,1385,1481,1438,1420,1449,1432,1425,1443,1431,1397,1469,1369,1494,1385,1481,1438,1420,1449,1432,1425,1443,1431,1397,1469,1369,1494,1385,1481,1438,1420,1449,1432,1425,1443,172
321,397,346,358,377,359,349,365,364,346,374,360,360,321,397,346,358,377,359,349,365,364,346,374,360,360,321,397,346,358,377,359,349,365,364,346,374,360,360,321,397,346,358,377,359,349,365,364,346,374,360,360,321,397,346,358,377,359,349,365,364,346,374,360,360,321,397,346,358,377,359,349,365,364,346,374,360,360,321,397,346,358,377,359,349,365,364,346,374,360,360,321,397,346,358,377,359,349,365,364,346,374,360,360,321,397,346,358,377,359,349,365,364,346,374,360,360,321,397,346,358,377,359,349,365,364,346,374,360,360,321,397,346,358,377,359,349,365,364,346,374,360,360,321,397,346,358,377,359,349,365,364,346,374,360,360,22
1685,1697,1608,1790,1353,2016,1729,1564,1783,1735,1614,1783,1711,1685,1697,1608,1790,1353,2016,1729,1564,1783,1735,1614,1783,1711,1685,1697,1608,1790,1353,2016,1729,1564,1783,1735,1614,1783,1711,1685,1697,1608,1790,1353,2016,1729,1564,1783,1735,1614,1783,1711,1685,1697,1608,1790,1353,2016,1729,1564,1783,1735,1614,1783,1711,1685,1697,1608,1790,1353,2016,1729,1564,1783,1735,1614,1783,1711,1685,1697,1608,1790,1353,2016,1729,1564,1783,1735,1614,1783,1711,1685,1697,1608,1790,1353,2016,1729,1564,1783,1735,1614,1783,1711,1685,1697,1608,1790,1353,2016,1729,1564,1783,1735,1614,1783,1711,1685,1697,1608,1790,1353,2016,1729,1564,1783,1735,1614,1783,1711,1685,1697,1608,1790,1353,2016,1729,1564,1783,1735,1614,1783,1711,1685,1697,1608,1790,1353,2016,1729,1564,1783,1735,1614,1783,1711,349
419,403,366,420,520,429,336,544,391,415,518,403,473,419,403,366,420,520,429,336,544,391,415,518,403,473,419,403,366,420,520,429,336,544,391,415,518,403,473,419,403,366,420,520,429,336,544,391,415,518,403,473,419,403,366,420,520,429,336,544,391,415,518,403,473,419,403,366,420,520,429,336,544,391,415,518,403,473,419,403,366,420,520,429,336,544,391,415,518,403,473,419,403,366,420,520,429,336,544,391,415,518,403,473,419,403,366,420,520,429,336,544,391,415,518,403,473,419,403,366,420,520,429,336,544,391,415,518,403,473,419,403,366,420,520,429,336,544,391,415,518,403,473,419,403,366,420,520,429,336,544,391,415,518,403,473,263
887,863,827,920,843,948,924,862,821,788,1052,917,904,887,863,827,920,843,948,924,862,821,788,1052,917,904,887,863,827,920,843,948,924,862,821,788,1052,917,904,887,863,827,920,843,948,924,862,821,788,1052,917,904,887,863,827,920,843,948,924,862,821,788,1052,917,904,887,863,827,920,843,948,924,862,821,788,1052,917,904,887,863,827,920,843,948,924,862,821,788,1052,917,904,887,863,827,920,843,948,924,862,821,788,1052,917,904,887,863,827,920,843,948,924,862,821,788,1052,917,904,887,863,827,920,843,948,924,862,821,788,1052,917,904,887,863,827,920,843,948,924,862,821,788,1052,917,904,887,863,827,920,843,948,924,862,821,788,1052,917,904,369
