band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_1_8,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_2_8,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_3_8,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_4_8,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_5_8,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_6_8,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_7_8,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_8_8,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_9_8,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_10_8,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_11_8,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,band_12_8,census_code
1650,1716,1775,1693,1742,1725,1699,1747,1650,1716,1775,1693,1742,1725,1699,1747,1650,1716,1775,1693,1742,1725,1699,1747,1650,1716,1775,1693,1742,1725,1699,1747,1650,1716,1775,1693,1742,1725,1699,1747,1650,1716,1775,1693,1742,1725,1699,1747,1650,1716,1775,1693,1742,1725,1699,1747,1650,1716,1775,1693,1742,1725,1699,1747,1650,1716,1775,1693,1742,1725,1699,1747,1650,1716,1775,1693,1742,1725,1699,1747,1650,1716,1775,1693,1742,1725,1699,1747,1650,1716,1775,1693,1742,1725,1699,1747,617
479,356,382,692,450,346,585,543,479,356,382,692,450,346,585,543,479,356,382,692,450,346,585,543,479,356,382,692,450,346,585,543,479,356,382,692,450,346,585,543,479,356,382,692,450,346,585,543,479,356,382,692,450,346,585,543,479,356,382,692,450,346,585,543,479,356,382,692,450,346,585,543,479,356,382,692,450,346,585,543,479,356,382,692,450,346,585,543,479,356,382,692,450,346,585,543,88
2577,2585,2586,2588,2584,2584,2583,2586,2577,2585,2586,2588,2584,2584,2583,2586,2577,2585,2586,2588,2584,2584,2583,2586,2577,2585,2586,2588,2584,2584,2583,2586,2577,2585,2586,2588,2584,2584,2583,2586,2577,2585,2586,2588,2584,2584,2583,2586,2577,2585,2586,2588,2584,2584,2583,2586,2577,2585,2586,2588,2584,2584,2583,2586,2577,2585,2586,2588,2584,2584,2583,2586,2577,2585,2586,2588,2584,2584,2583,2586,2577,2585,2586,2588,2584,2584,2583,2586,2577,2585,2586,2588,2584,2584,2583,2586,158
4502,4596,4510,4602,4599,4550,4587,4564,4502,4596,4510,4602,4599,4550,4587,4564,4502,4596,4510,4602,4599,4550,4587,4564,4502,4596,4510,4602,4599,4550,4587,4564,4502,4596,4510,4602,4599,4550,4587,4564,4502,4596,4510,4602,4599,4550,4587,4564,4502,4596,4510,4602,4599,4550,4587,4564,4502,4596,4510,4602,4599,4550,4587,4564,4502,4596,4510,4602,4599,4550,4587,4564,4502,4596,4510,4602,4599,4550,4587,4564,4502,4596,4510,4602,4599,4550,4587,4564,4502,4596,4510,4602,4599,4550,4587,4564,57
1627,2071,1807,1879,1534,2194,1860,1854,1627,2071,1807,1879,1534,2194,1860,1854,1627,2071,1807,1879,1534,2194,1860,1854,1627,2071,1807,1879,1534,2194,1860,1854,1627,2071,1807,1879,1534,2194,1860,1854,1627,2071,1807,1879,1534,2194,1860,1854,1627,2071,1807,1879,1534,2194,1860,1854,1627,2071,1807,1879,1534,2194,1860,1854,1627,2071,1807,1879,1534,2194,1860,1854,1627,2071,1807,1879,1534,2194,1860,1854,1627,2071,1807,1879,1534,2194,1860,1854,1627,2071,1807,1879,1534,2194,1860,1854,233
838,556,818,1092,573,1265,754,976,838,556,818,1092,573,1265,754,976,838,556,818,1092,573,1265,754,976,838,556,818,1092,573,1265,754,976,838,556,818,1092,573,1265,754,976,838,556,818,1092,573,1265,754,976,838,556,818,1092,573,1265,754,976,838,556,818,1092,573,1265,754,976,838,556,818,1092,573,1265,754,976,838,556,818,1092,573,1265,754,976,838,556,818,1092,573,1265,754,976,838,556,818,1092,573,1265,754,976,629
1520,1496,1531,1495,1608,1525,1537,1541,1520,1496,1531,1495,1608,1525,1537,1541,1520,1496,1531,1495,1608,1525,1537,1541,1520,1496,1531,1495,1608,1525,1537,1541,1520,1496,1531,1495,1608,1525,1537,1541,1520,1496,1531,1495,1608,1525,1537,1541,1520,1496,1531,1495,1608,1525,1537,1541,1520,1496,1531,1495,1608,1525,1537,1541,1520,1496,1531,1495,1608,1525,1537,1541,1520,1496,1531,1495,1608,1525,1537,1541,1520,1496,1531,1495,1608,1525,1537,1541,1520,1496,1531,1495,1608,1525,1537,1541,355
3390,3379,3401,3197,3588,3398,3393,3394,3390,3379,3401,3197,3588,3398,3393,3394,3390,3379,3401,3197,3588,3398,3393,3394,3390,3379,3401,3197,3588,3398,3393,3394,3390,3379,3401,3197,3588,3398,3393,3394,3390,3379,3401,3197,3588,3398,3393,3394,3390,3379,3401,3197,3588,3398,3393,3394,3390,3379,3401,3197,3588,3398,3393,3394,3390,3379,3401,3197,3588,3398,3393,3394,3390,3379,3401,3197,3588,3398,3393,3394,3390,3379,3401,3197,3588,3398,3393,3394,3390,3379,3401,3197,3588,3398,3393,3394,504
978,1085,1023,1014,1019,1030,1042,1089,978,1085,1023,1014,1019,1030,1042,1089,978,1085,1023,1014,1019,1030,1042,1089,978,1085,1023,1014,1019,1030,1042,1089,978,1085,1023,1014,1019,1030,1042,1089,978,1085,1023,1014,1019,1030,1042,1089,978,1085,1023,1014,1019,1030,1042,1089,978,1085,1023,1014,1019,1030,1042,1089,978,1085,1023,1014,1019,1030,1042,1089,978,1085,1023,1014,1019,1030,1042,1089,978,1085,1023,1014,1019,1030,1042,1089,978,1085,1023,1014,1019,1030,1042,1089,261
1044,1102,1044,1279,1113,1045,1191,1120,1044,1102,1044,1279,1113,1045,1191,1120,1044,1102,1044,1279,1113,1045,1191,1120,1044,1102,1044,1279,1113,1045,1191,1120,1044,1102,1044,1279,1113,1045,1191,1120,1044,1102,1044,1279,1113,1045,1191,1120,1044,1102,1044,1279,1113,1045,1191,1120,1044,1102,1044,1279,1113,1045,1191,1120,1044,1102,1044,1279,1113,1045,1191,1120,1044,1102,1044,1279,1113,1045,1191,1120,1044,1102,1044,1279,1113,1045,1191,1120,1044,1102,1044,1279,1113,1045,1191,1120,220
4156,4352,4139,4430,3965,4555,4274,4284,4156,4352,4139,4430,3965,4555,4274,4284,4156,4352,4139,4430,3965,4555,4274,4284,4156,4352,4139,4430,3965,4555,4274,4284,4156,4352,4139,4430,3965,4555,4274,4284,4156,4352,4139,4430,3965,4555,4274,4284,4156,4352,4139,4430,3965,4555,4274,4284,4156,4352,4139,4430,3965,4555,4274,4284,4156,4352,4139,4430,3965,4555,4274,4284,4156,4352,4139,4430,3965,4555,4274,4284,4156,4352,4139,4430,3965,4555,4274,4284,4156,4352,4139,4430,3965,4555,4274,4284,480
3269,3552,3378,3335,3505,3403,3396,3466,3269,3552,3378,3335,3505,3403,3396,3466,3269,3552,3378,3335,3505,3403,3396,3466,3269,3552,3378,3335,3505,3403,3396,3466,3269,3552,3378,3335,3505,3403,3396,3466,3269,3552,3378,3335,3505,3403,3396,3466,3269,3552,3378,3335,3505,3403,3396,3466,3269,3552,3378,3335,3505,3403,3396,3466,3269,3552,3378,3335,3505,3403,3396,3466,3269,3552,3378,3335,3505,3403,3396,3466,3269,3552,3378,3335,3505,3403,3396,3466,3269,3552,3378,3335,3505,3403,3396,3466,340
1553,1585,1601,1571,1578,1588,1581,1581,1553,1585,1601,1571,1578,1588,1581,1581,1553,1585,1601,1571,1578,1588,1581,1581,1553,1585,1601,1571,1578,1588,1581,1581,1553,1585,1601,1571,1578,1588,1581,1581,1553,1585,1601,1571,1578,1588,1581,1581,1553,1585,1601,1571,1578,1588,1581,1581,1553,1585,1601,1571,1578,1588,1581,1581,1553,1585,1601,1571,1578,1588,1581,1581,1553,1585,1601,1571,1578,1588,1581,1581,1553,1585,1601,1571,1578,1588,1581,1581,1553,1585,1601,1571,1578,1588,1581,1581,67
2073,2041,2097,2054,1978,1961,2149,2255,2073,2041,2097,2054,1978,1961,2149,2255,2073,2041,2097,2054,1978,1961,2149,2255,2073,2041,2097,2054,1978,1961,2149,2255,2073,2041,2097,2054,1978,1961,2149,2255,2073,2041,2097,2054,1978,1961,2149,2255,2073,2041,2097,2054,1978,1961,2149,2255,2073,2041,2097,2054,1978,1961,2149,2255,2073,2041,2097,2054,1978,1961,2149,2255,2073,2041,2097,2054,1978,1961,2149,2255,2073,2041,2097,2054,1978,1961,2149,2255,2073,2041,2097,2054,1978,1961,2149,2255,135
1932,2018,1990,1915,2020,1979,2004,1983,1932,2018,1990,1915,2020,1979,2004,1983,1932,2018,1990,1915,2020,1979,2004,1983,1932,2018,1990,1915,2020,1979,2004,1983,1932,2018,1990,1915,2020,1979,2004,1983,1932,2018,1990,1915,2020,1979,2004,1983,1932,2018,1990,1915,2020,1979,2004,1983,1932,2018,1990,1915,2020,1979,2004,1983,1932,2018,1990,1915,2020,1979,2004,1983,1932,2018,1990,1915,2020,1979,2004,1983,1932,2018,1990,1915,2020,1979,2004,1983,1932,2018,1990,1915,2020,1979,2004,1983,360
8294,8035,8513,8176,8462,8317,8303,8307,8294,8035,8513,8176,8462,8317,8303,8307,8294,8035,8513,8176,8462,8317,8303,8307,8294,8035,8513,8176,8462,8317,8303,8307,8294,8035,8513,8176,8462,8317,8303,8307,8294,8035,8513,8176,8462,8317,8303,8307,8294,8035,8513,8176,8462,8317,8303,8307,8294,8035,8513,8176,8462,8317,8303,8307,8294,8035,8513,8176,8462,8317,8303,8307,8294,8035,8513,8176,8462,8317,8303,8307,8294,8035,8513,8176,8462,8317,8303,8307,8294,8035,8513,8176,8462,8317,8303,8307,521
394,379,368,428,388,363,355,475,394,379,368,428,388,363,355,475,394,379,368,428,388,363,355,475,394,379,368,428,388,363,355,475,394,379,368,428,388,363,355,475,394,379,368,428,388,363,355,475,394,379,368,428,388,363,355,475,394,379,368,428,388,363,355,475,394,379,368,428,388,363,355,475,394,379,368,428,388,363,355,475,394,379,368,428,388,363,355,475,394,379,368,428,388,363,355,475,276
5128,5270,5503,5285,5252,5365,5288,5319,5128,5270,5503,5285,5252,5365,5288,5319,5128,5270,5503,5285,5252,5365,5288,5319,5128,5270,5503,5285,5252,5365,5288,5319,5128,5270,5503,5285,5252,5365,5288,5319,5128,5270,5503,5285,5252,5365,5288,5319,5128,5270,5503,5285,5252,5365,5288,5319,5128,5270,5503,5285,5252,5365,5288,5319,5128,5270,5503,5285,5252,5365,5288,5319,5128,5270,5503,5285,5252,5365,5288,5319,5128,5270,5503,5285,5252,5365,5288,5319,5128,5270,5503,5285,5252,5365,5288,5319,563
950,1049,96,1128,1499,1405,1893,950,1049,96,1128,1499,1405,1893,950,1049,96,1128,1499,1405,1893,950,1049,96,1128,1499,1405,1893,950,1049,96,1128,1499,1405,1893,950,1049,96,1128,1499,1405,1893,950,1049,96,1128,1499,1405,1893,950,1049,96,1128,1499,1405,1893,950,1049,96,1128,1499,1405,1893,950,1049,96,1128,1499,1405,1893,950,1049,96,1128,1499,1405,1893,950,1049,96,1128,1499,1405,1893,353,,,,,,,,,,,,
6154,6151,6156,6124,6177,5828,6460,6179,6154,6151,6156,6124,6177,5828,6460,6179,6154,6151,6156,6124,6177,5828,6460,6179,6154,6151,6156,6124,6177,5828,6460,6179,6154,6151,6156,6124,6177,5828,6460,6179,6154,6151,6156,6124,6177,5828,6460,6179,6154,6151,6156,6124,6177,5828,6460,6179,6154,6151,6156,6124,6177,5828,6460,6179,6154,6151,6156,6124,6177,5828,6460,6179,6154,6151,6156,6124,6177,5828,6460,6179,6154,6151,6156,6124,6177,5828,6460,6179,6154,6151,6156,6124,6177,5828,6460,6179,99
942,977,1040,1021,1021,1022,999,1012,942,977,1040,1021,1021,1022,999,1012,942,977,1040,1021,1021,1022,999,1012,942,977,1040,1021,1021,1022,999,1012,942,977,1040,1021,1021,1022,999,1012,942,977,1040,1021,1021,1022,999,1012,942,977,1040,1021,1021,1022,999,1012,942,977,1040,1021,1021,1022,999,1012,942,977,1040,1021,1021,1022,999,1012,942,977,1040,1021,1021,1022,999,1012,942,977,1040,1021,1021,1022,999,1012,942,977,1040,1021,1021,1022,999,1012,614
1098,667,832,1243,1659,1066,1298,1153,1098,667,832,1243,1659,1066,1298,1153,1098,667,832,1243,1659,1066,1298,1153,1098,667,832,1243,1659,1066,1298,1153,1098,667,832,1243,1659,1066,1298,1153,1098,667,832,1243,1659,1066,1298,1153,1098,667,832,1243,1659,1066,1298,1153,1098,667,832,1243,1659,1066,1298,1153,1098,667,832,1243,1659,1066,1298,1153,1098,667,832,1243,1659,1066,1298,1153,1098,667,832,1243,1659,1066,1298,1153,1098,667,832,1243,1659,1066,1298,1153,292
1857,1890,1861,1868,1883,1869,1853,1908,1857,1890,1861,1868,1883,1869,1853,1908,1857,1890,1861,1868,1883,1869,1853,1908,1857,1890,1861,1868,1883,1869,1853,1908,1857,1890,1861,1868,1883,1869,1853,1908,1857,1890,1861,1868,1883,1869,1853,1908,1857,1890,1861,1868,1883,1869,1853,1908,1857,1890,1861,1868,1883,1869,1853,1908,1857,1890,1861,1868,1883,1869,1853,1908,1857,1890,1861,1868,1883,1869,1853,1908,1857,1890,1861,1868,1883,1869,1853,1908,1857,1890,1861,1868,1883,1869,1853,1908,464
9334,9945,9640,9558,9715,9637,9646,9642,9334,9945,9640,9558,9715,9637,9646,9642,9334,9945,9640,9558,9715,9637,9646,9642,9334,9945,9640,9558,9715,9637,9646,9642,9334,9945,9640,9558,9715,9637,9646,9642,9334,9945,9640,9558,9715,9637,9646,9642,9334,9945,9640,9558,9715,9637,9646,9642,9334,9945,9640,9558,9715,9637,9646,9642,9334,9945,9640,9558,9715,9637,9646,9642,9334,9945,9640,9558,9715,9637,9646,9642,9334,9945,9640,9558,9715,9637,9646,9642,9334,9945,9640,9558,9715,9637,9646,9642,538
4512,4488,4608,4851,4570,4552,4754,4620,4512,4488,4608,4851,4570,4552,4754,4620,4512,4488,4608,4851,4570,4552,4754,4620,4512,4488,4608,4851,4570,4552,4754,4620,4512,4488,4608,4851,4570,4552,4754,4620,4512,4488,4608,4851,4570,4552,4754,4620,4512,4488,4608,4851,4570,4552,4754,4620,4512,4488,4608,4851,4570,4552,4754,4620,4512,4488,4608,4851,4570,4552,4754,4620,4512,4488,4608,4851,4570,4552,4754,4620,4512,4488,4608,4851,4570,4552,4754,4620,4512,4488,4608,4851,4570,4552,4754,4620,398
1242,1291,931,1598,1530,1379,1304,1361,1242,1291,931,1598,1530,1379,1304,1361,1242,1291,931,1598,1530,1379,1304,1361,1242,1291,931,1598,1530,1379,1304,1361,1242,1291,931,1598,1530,1379,1304,1361,1242,1291,931,1598,1530,1379,1304,1361,1242,1291,931,1598,1530,1379,1304,1361,1242,1291,931,1598,1530,1379,1304,1361,1242,1291,931,1598,1530,1379,1304,1361,1242,1291,931,1598,1530,1379,1304,1361,1242,1291,931,1598,1530,1379,1304,1361,1242,1291,931,1598,1530,1379,1304,1361,379
1370,1222,1942,1398,1621,1357,1618,1562,1370,1222,1942,1398,1621,1357,1618,1562,1370,1222,1942,1398,1621,1357,1618,1562,1370,1222,1942,1398,1621,1357,1618,1562,1370,1222,1942,1398,1621,1357,1618,1562,1370,1222,1942,1398,1621,1357,1618,1562,1370,1222,1942,1398,1621,1357,1618,1562,1370,1222,1942,1398,1621,1357,1618,1562,1370,1222,1942,1398,1621,1357,1618,1562,1370,1222,1942,1398,1621,1357,1618,1562,1370,1222,1942,1398,1621,1357,1618,1562,1370,1222,1942,1398,1621,1357,1618,1562,44
854,1064,1101,1300,699,1393,1331,1116,854,1064,1101,1300,699,1393,1331,1116,854,1064,1101,1300,699,1393,1331,1116,854,1064,1101,1300,699,1393,1331,1116,854,1064,1101,1300,699,1393,1331,1116,854,1064,1101,1300,699,1393,1331,1116,854,1064,1101,1300,699,1393,1331,1116,854,1064,1101,1300,699,1393,1331,1116,854,1064,1101,1300,699,1393,1331,1116,854,1064,1101,1300,699,1393,1331,1116,854,1064,1101,1300,699,1393,1331,1116,854,1064,1101,1300,699,1393,1331,1116,83
6548,6574,5493,7706,6146,6911,6366,6898,6548,6574,5493,7706,6146,6911,6366,6898,6548,6574,5493,7706,6146,6911,6366,6898,6548,6574,5493,7706,6146,6911,6366,6898,6548,6574,5493,7706,6146,6911,6366,6898,6548,6574,5493,7706,6146,6911,6366,6898,6548,6574,5493,7706,6146,6911,6366,6898,6548,6574,5493,7706,6146,6911,6366,6898,6548,6574,5493,7706,6146,6911,6366,6898,6548,6574,5493,7706,6146,6911,6366,6898,6548,6574,5493,7706,6146,6911,6366,6898,6548,6574,5493,7706,6146,6911,6366,6898,503
138,143,198,153,178,155,161,172,138,143,198,153,178,155,161,172,138,143,198,153,178,155,161,172,138,143,198,153,178,155,161,172,138,143,198,153,178,155,161,172,138,143,198,153,178,155,161,172,138,143,198,153,178,155,161,172,138,143,198,153,178,155,161,172,138,143,198,153,178,155,161,172,138,143,198,153,178,155,161,172,138,143,198,153,178,155,161,172,138,143,198,153,178,155,161,172,205
6734,6680,7331,7220,7085,6265,7614,7166,6734,6680,7331,7220,7085,6265,7614,7166,6734,6680,7331,7220,7085,6265,7614,7166,6734,6680,7331,7220,7085,6265,7614,7166,6734,6680,7331,7220,7085,6265,7614,7166,6734,6680,7331,7220,7085,6265,7614,7166,6734,6680,7331,7220,7085,6265,7614,7166,6734,6680,7331,7220,7085,6265,7614,7166,6734,6680,7331,7220,7085,6265,7614,7166,6734,6680,7331,7220,7085,6265,7614,7166,6734,6680,7331,7220,7085,6265,7614,7166,6734,6680,7331,7220,7085,6265,7614,7166,555
7888,7795,7931,7935,7880,7900,7883,7894,7888,7795,7931,7935,7880,7900,7883,7894,7888,7795,7931,7935,7880,7900,7883,7894,7888,7795,7931,7935,7880,7900,7883,7894,7888,7795,7931,7935,7880,7900,7883,7894,7888,7795,7931,7935,7880,7900,7883,7894,7888,7795,7931,7935,7880,7900,7883,7894,7888,7795,7931,7935,7880,7900,7883,7894,7888,7795,7931,7935,7880,7900,7883,7894,7888,7795,7931,7935,7880,7900,7883,7894,7888,7795,7931,7935,7880,7900,7883,7894,7888,7795,7931,7935,7880,7900,7883,7894,25
5716,6025,4860,5194,7532,4801,6870,5966,5716,6025,4860,5194,7532,4801,6870,5966,5716,6025,4860,5194,7532,4801,6870,5966,5716,6025,4860,5194,7532,4801,6870,5966,5716,6025,4860,5194,7532,4801,6870,5966,5716,6025,4860,5194,7532,4801,6870,5966,5716,6025,4860,5194,7532,4801,6870,5966,5716,6025,4860,5194,7532,4801,6870,5966,5716,6025,4860,5194,7532,4801,6870,5966,5716,6025,4860,5194,7532,4801,6870,5966,5716,6025,4860,5194,7532,4801,6870,5966,5716,6025,4860,5194,7532,4801,6870,5966,469
1684,1681,1664,1633,1747,1640,1724,1703,1684,1681,1664,1633,1747,1640,1724,1703,1684,1681,1664,1633,1747,1640,1724,1703,1684,1681,1664,1633,1747,1640,1724,1703,1684,1681,1664,1633,1747,1640,1724,1703,1684,1681,1664,1633,1747,1640,1724,1703,1684,1681,1664,1633,1747,1640,1724,1703,1684,1681,1664,1633,1747,1640,1724,1703,1684,1681,1664,1633,1747,1640,1724,1703,1684,1681,1664,1633,1747,1640,1724,1703,1684,1681,1664,1633,1747,1640,1724,1703,1684,1681,1664,1633,1747,1640,1724,1703,602
1144,941,1174,1303,1131,1166,1149,1144,1144,941,1174,1303,1131,1166,1149,1144,1144,941,1174,1303,1131,1166,1149,1144,1144,941,1174,1303,1131,1166,1149,1144,1144,941,1174,1303,1131,1166,1149,1144,1144,941,1174,1303,1131,1166,1149,1144,1144,941,1174,1303,1131,1166,1149,1144,1144,941,1174,1303,1131,1166,1149,1144,1144,941,1174,1303,1131,1166,1149,1144,1144,941,1174,1303,1131,1166,1149,1144,1144,941,1174,1303,1131,1166,1149,1144,1144,941,1174,1303,1131,1166,1149,1144,217
96,191,106,106,98,91,118,96,191,106,106,98,91,118,96,191,106,106,98,91,118,96,191,106,106,98,91,118,96,191,106,106,98,91,118,96,191,106,106,98,91,118,96,191,106,106,98,91,118,96,191,106,106,98,91,118,96,191,106,106,98,91,118,96,191,106,106,98,91,118,96,191,106,106,98,91,118,96,191,106,106,98,91,118,30,,,,,,,,,,,,
3610,3654,3524,3275,4190,3639,3632,3687,3610,3654,3524,3275,4190,3639,3632,3687,3610,3654,3524,3275,4190,3639,3632,3687,3610,3654,3524,3275,4190,3639,3632,3687,3610,3654,3524,3275,4190,3639,3632,3687,3610,3654,3524,3275,4190,3639,3632,3687,3610,3654,3524,3275,4190,3639,3632,3687,3610,3654,3524,3275,4190,3639,3632,3687,3610,3654,3524,3275,4190,3639,3632,3687,3610,3654,3524,3275,4190,3639,3632,3687,3610,3654,3524,3275,4190,3639,3632,3687,3610,3654,3524,3275,4190,3639,3632,3687,449
1572,1682,1646,1611,1573,1732,1595,1721,1572,1682,1646,1611,1573,1732,1595,1721,1572,1682,1646,1611,1573,1732,1595,1721,1572,1682,1646,1611,1573,1732,1595,1721,1572,1682,1646,1611,1573,1732,1595,1721,1572,1682,1646,1611,1573,1732,1595,1721,1572,1682,1646,1611,1573,1732,1595,1721,1572,1682,1646,1611,1573,1732,1595,1721,1572,1682,1646,1611,1573,1732,1595,1721,1572,1682,1646,1611,1573,1732,1595,1721,1572,1682,1646,1611,1573,1732,1595,1721,1572,1682,1646,1611,1573,1732,1595,1721,32
1771,1786,1585,1939,1676,1811,1890,1780,1771,1786,1585,1939,1676,1811,1890,1780,1771,1786,1585,1939,1676,1811,1890,1780,1771,1786,1585,1939,1676,1811,1890,1780,1771,1786,1585,1939,1676,1811,1890,1780,1771,1786,1585,1939,1676,1811,1890,1780,1771,1786,1585,1939,1676,1811,1890,1780,1771,1786,1585,1939,1676,1811,1890,1780,1771,1786,1585,1939,1676,1811,1890,1780,1771,1786,1585,1939,1676,1811,1890,1780,1771,1786,1585,1939,1676,1811,1890,1780,1771,1786,1585,1939,1676,1811,1890,1780,216
70,70,69,65,75,68,71,70,70,70,69,65,75,68,71,70,70,70,69,65,75,68,71,70,70,70,69,65,75,68,71,70,70,70,69,65,75,68,71,70,70,70,69,65,75,68,71,70,70,70,69,65,75,68,71,70,70,70,69,65,75,68,71,70,70,70,69,65,75,68,71,70,70,70,69,65,75,68,71,70,70,70,69,65,75,68,71,70,70,70,69,65,75,68,71,70,96
1892,1854,1930,1911,1897,1895,1897,1898,1892,1854,1930,1911,1897,1895,1897,1898,1892,1854,1930,1911,1897,1895,1897,1898,1892,1854,1930,1911,1897,1895,1897,1898,1892,1854,1930,1911,1897,1895,1897,1898,1892,1854,1930,1911,1897,1895,1897,1898,1892,1854,1930,1911,1897,1895,1897,1898,1892,1854,1930,1911,1897,1895,1897,1898,1892,1854,1930,1911,1897,1895,1897,1898,1892,1854,1930,1911,1897,1895,1897,1898,1892,1854,1930,1911,1897,1895,1897,1898,1892,1854,1930,1911,1897,1895,1897,1898,14
1339,1721,1215,1363,1886,1390,1276,2184,1339,1721,1215,1363,1886,1390,1276,2184,1339,1721,1215,1363,1886,1390,1276,2184,1339,1721,1215,1363,1886,1390,1276,2184,1339,1721,1215,1363,1886,1390,1276,2184,1339,1721,1215,1363,1886,1390,1276,2184,1339,1721,1215,1363,1886,1390,1276,2184,1339,1721,1215,1363,1886,1390,1276,2184,1339,1721,1215,1363,1886,1390,1276,2184,1339,1721,1215,1363,1886,1390,1276,2184,1339,1721,1215,1363,1886,1390,1276,2184,1339,1721,1215,1363,1886,1390,1276,2184,594
7832,7804,7875,7862,7870,7798,7888,7866,7832,7804,7875,7862,7870,7798,7888,7866,7832,7804,7875,7862,7870,7798,7888,7866,7832,7804,7875,7862,7870,7798,7888,7866,7832,7804,7875,7862,7870,7798,7888,7866,7832,7804,7875,7862,7870,7798,7888,7866,7832,7804,7875,7862,7870,7798,7888,7866,7832,7804,7875,7862,7870,7798,7888,7866,7832,7804,7875,7862,7870,7798,7888,7866,7832,7804,7875,7862,7870,7798,7888,7866,7832,7804,7875,7862,7870,7798,7888,7866,7832,7804,7875,7862,7870,7798,7888,7866,554
4702,4034,5371,4173,4531,4771,5320,4724,4702,4034,5371,4173,4531,4771,5320,4724,4702,4034,5371,4173,4531,4771,5320,4724,4702,4034,5371,4173,4531,4771,5320,4724,4702,4034,5371,4173,4531,4771,5320,4724,4702,4034,5371,4173,4531,4771,5320,4724,4702,4034,5371,4173,4531,4771,5320,4724,4702,4034,5371,4173,4531,4771,5320,4724,4702,4034,5371,4173,4531,4771,5320,4724,4702,4034,5371,4173,4531,4771,5320,4724,4702,4034,5371,4173,4531,4771,5320,4724,4702,4034,5371,4173,4531,4771,5320,4724,416
1165,1086,1177,1247,1016,1272,1190,1197,1165,1086,1177,1247,1016,1272,1190,1197,1165,1086,1177,1247,1016,1272,1190,1197,1165,1086,1177,1247,1016,1272,1190,1197,1165,1086,1177,1247,1016,1272,1190,1197,1165,1086,1177,1247,1016,1272,1190,1197,1165,1086,1177,1247,1016,1272,1190,1197,1165,1086,1177,1247,1016,1272,1190,1197,1165,1086,1177,1247,1016,1272,1190,1197,1165,1086,1177,1247,1016,1272,1190,1197,1165,1086,1177,1247,1016,1272,1190,1197,1165,1086,1177,1247,1016,1272,1190,1197,160
2322,2290,2512,2327,2467,2372,2391,2392,2322,2290,2512,2327,2467,2372,2391,2392,2322,2290,2512,2327,2467,2372,2391,2392,2322,2290,2512,2327,2467,2372,2391,2392,2322,2290,2512,2327,2467,2372,2391,2392,2322,2290,2512,2327,2467,2372,2391,2392,2322,2290,2512,2327,2467,2372,2391,2392,2322,2290,2512,2327,2467,2372,2391,2392,2322,2290,2512,2327,2467,2372,2391,2392,2322,2290,2512,2327,2467,2372,2391,2392,2322,2290,2512,2327,2467,2372,2391,2392,2322,2290,2512,2327,2467,2372,2391,2392,604
2137,2409,2216,2352,1946,2713,2278,2330,2137,2409,2216,2352,1946,2713,2278,2330,2137,2409,2216,2352,1946,2713,2278,2330,2137,2409,2216,2352,1946,2713,2278,2330,2137,2409,2216,2352,1946,2713,2278,2330,2137,2409,2216,2352,1946,2713,2278,2330,2137,2409,2216,2352,1946,2713,2278,2330,2137,2409,2216,2352,1946,2713,2278,2330,2137,2409,2216,2352,1946,2713,2278,2330,2137,2409,2216,2352,1946,2713,2278,2330,2137,2409,2216,2352,1946,2713,2278,2330,2137,2409,2216,2352,1946,2713,2278,2330,593
1268,1253,1178,1343,1290,1190,1223,1395,1268,1253,1178,1343,1290,1190,1223,1395,1268,1253,1178,1343,1290,1190,1223,1395,1268,1253,1178,1343,1290,1190,1223,1395,1268,1253,1178,1343,1290,1190,1223,1395,1268,1253,1178,1343,1290,1190,1223,1395,1268,1253,1178,1343,1290,1190,1223,1395,1268,1253,1178,1343,1290,1190,1223,1395,1268,1253,1178,1343,1290,1190,1223,1395,1268,1253,1178,1343,1290,1190,1223,1395,1268,1253,1178,1343,1290,1190,1223,1395,1268,1253,1178,1343,1290,1190,1223,1395,392
24,19,49,0,46,40,32,35,24,19,49,0,46,40,32,35,24,19,49,0,46,40,32,35,24,19,49,0,46,40,32,35,24,19,49,0,46,40,32,35,24,19,49,0,46,40,32,35,24,19,49,0,46,40,32,35,24,19,49,0,46,40,32,35,24,19,49,0,46,40,32,35,24,19,49,0,46,40,32,35,24,19,49,0,46,40,32,35,24,19,49,0,46,40,32,35,27
