band_1_1,band_1_2,band_1_3,band_1_4,band_1_5,band_1_6,band_1_7,band_2_1,band_2_2,band_2_3,band_2_4,band_2_5,band_2_6,band_2_7,band_3_1,band_3_2,band_3_3,band_3_4,band_3_5,band_3_6,band_3_7,band_4_1,band_4_2,band_4_3,band_4_4,band_4_5,band_4_6,band_4_7,band_5_1,band_5_2,band_5_3,band_5_4,band_5_5,band_5_6,band_5_7,band_6_1,band_6_2,band_6_3,band_6_4,band_6_5,band_6_6,band_6_7,band_7_1,band_7_2,band_7_3,band_7_4,band_7_5,band_7_6,band_7_7,band_8_1,band_8_2,band_8_3,band_8_4,band_8_5,band_8_6,band_8_7,band_9_1,band_9_2,band_9_3,band_9_4,band_9_5,band_9_6,band_9_7,band_10_1,band_10_2,band_10_3,band_10_4,band_10_5,band_10_6,band_10_7,band_11_1,band_11_2,band_11_3,band_11_4,band_11_5,band_11_6,band_11_7,band_12_1,band_12_2,band_12_3,band_12_4,band_12_5,band_12_6,band_12_7,census_code
5095,5217,5774,5195,5594,5279,5472,5095,5217,5774,5195,5594,5279,5472,5095,5217,5774,5195,5594,5279,5472,5095,5217,5774,5195,5594,5279,5472,5095,5217,5774,5195,5594,5279,5472,5095,5217,5774,5195,5594,5279,5472,5095,5217,5774,5195,5594,5279,5472,5095,5217,5774,5195,5594,5279,5472,5095,5217,5774,5195,5594,5279,5472,5095,5217,5774,5195,5594,5279,5472,5095,5217,5774,5195,5594,5279,5472,5095,5217,5774,5195,5594,5279,5472,416
1328,1308,1281,1291,1466,1337,1339,1328,1308,1281,1291,1466,1337,1339,1328,1308,1281,1291,1466,1337,1339,1328,1308,1281,1291,1466,1337,1339,1328,1308,1281,1291,1466,1337,1339,1328,1308,1281,1291,1466,1337,1339,1328,1308,1281,1291,1466,1337,1339,1328,1308,1281,1291,1466,1337,1339,1328,1308,1281,1291,1466,1337,1339,1328,1308,1281,1291,1466,1337,1339,1328,1308,1281,1291,1466,1337,1339,1328,1308,1281,1291,1466,1337,1339,160
2709,2708,2602,2810,2752,2744,2748,2709,2708,2602,2810,2752,2744,2748,2709,2708,2602,2810,2752,2744,2748,2709,2708,2602,2810,2752,2744,2748,2709,2708,2602,2810,2752,2744,2748,2709,2708,2602,2810,2752,2744,2748,2709,2708,2602,2810,2752,2744,2748,2709,2708,2602,2810,2752,2744,2748,2709,2708,2602,2810,2752,2744,2748,2709,2708,2602,2810,2752,2744,2748,2709,2708,2602,2810,2752,2744,2748,2709,2708,2602,2810,2752,2744,2748,604
2137,2964,2737,2244,2392,3281,2626,2137,2964,2737,2244,2392,3281,2626,2137,2964,2737,2244,2392,3281,2626,2137,2964,2737,2244,2392,3281,2626,2137,2964,2737,2244,2392,3281,2626,2137,2964,2737,2244,2392,3281,2626,2137,2964,2737,2244,2392,3281,2626,2137,2964,2737,2244,2392,3281,2626,2137,2964,2737,2244,2392,3281,2626,2137,2964,2737,2244,2392,3281,2626,2137,2964,2737,2244,2392,3281,2626,2137,2964,2737,2244,2392,3281,2626,593
1449,1412,1405,1527,1332,1382,1633,1449,1412,1405,1527,1332,1382,1633,1449,1412,1405,1527,1332,1382,1633,1449,1412,1405,1527,1332,1382,1633,1449,1412,1405,1527,1332,1382,1633,1449,1412,1405,1527,1332,1382,1633,1449,1412,1405,1527,1332,1382,1633,1449,1412,1405,1527,1332,1382,1633,1449,1412,1405,1527,1332,1382,1633,1449,1412,1405,1527,1332,1382,1633,1449,1412,1405,1527,1332,1382,1633,1449,1412,1405,1527,1332,1382,1633,392
24,19,49,46,37,35,35,24,19,49,46,37,35,35,24,19,49,46,37,35,35,24,19,49,46,37,35,35,24,19,49,46,37,35,35,24,19,49,46,37,35,35,24,19,49,46,37,35,35,24,19,49,46,37,35,35,24,19,49,46,37,35,35,24,19,49,46,37,35,35,24,19,49,46,37,35,35,24,19,49,46,37,35,35,27
5485,5373,5513,5496,5366,5550,5610,5485,5373,5513,5496,5366,5550,5610,5485,5373,5513,5496,5366,5550,5610,5485,5373,5513,5496,5366,5550,5610,5485,5373,5513,5496,5366,5550,5610,5485,5373,5513,5496,5366,5550,5610,5485,5373,5513,5496,5366,5550,5610,5485,5373,5513,5496,5366,5550,5610,5485,5373,5513,5496,5366,5550,5610,5485,5373,5513,5496,5366,5550,5610,5485,5373,5513,5496,5366,5550,5610,5485,5373,5513,5496,5366,5550,5610,425
1334,1248,1420,1330,1339,1343,1336,1334,1248,1420,1330,1339,1343,1336,1334,1248,1420,1330,1339,1343,1336,1334,1248,1420,1330,1339,1343,1336,1334,1248,1420,1330,1339,1343,1336,1334,1248,1420,1330,1339,1343,1336,1334,1248,1420,1330,1339,1343,1336,1334,1248,1420,1330,1339,1343,1336,1334,1248,1420,1330,1339,1343,1336,1334,1248,1420,1330,1339,1343,1336,1334,1248,1420,1330,1339,1343,1336,1334,1248,1420,1330,1339,1343,1336,473
804,807,790,828,783,826,812,804,807,790,828,783,826,812,804,807,790,828,783,826,812,804,807,790,828,783,826,812,804,807,790,828,783,826,812,804,807,790,828,783,826,812,804,807,790,828,783,826,812,804,807,790,828,783,826,812,804,807,790,828,783,826,812,804,807,790,828,783,826,812,804,807,790,828,783,826,812,804,807,790,828,783,826,812,75
2662,2585,2627,2751,2535,2809,2664,2662,2585,2627,2751,2535,2809,2664,2662,2585,2627,2751,2535,2809,2664,2662,2585,2627,2751,2535,2809,2664,2662,2585,2627,2751,2535,2809,2664,2662,2585,2627,2751,2535,2809,2664,2662,2585,2627,2751,2535,2809,2664,2662,2585,2627,2751,2535,2809,2664,2662,2585,2627,2751,2535,2809,2664,2662,2585,2627,2751,2535,2809,2664,2662,2585,2627,2751,2535,2809,2664,2662,2585,2627,2751,2535,2809,2664,172
658,677,666,669,626,712,668,658,677,666,669,626,712,668,658,677,666,669,626,712,668,658,677,666,669,626,712,668,658,677,666,669,626,712,668,658,677,666,669,626,712,668,658,677,666,669,626,712,668,658,677,666,669,626,712,668,658,677,666,669,626,712,668,658,677,666,669,626,712,668,658,677,666,669,626,712,668,658,677,666,669,626,712,668,22
3110,3147,2986,3308,3203,3095,3219,3110,3147,2986,3308,3203,3095,3219,3110,3147,2986,3308,3203,3095,3219,3110,3147,2986,3308,3203,3095,3219,3110,3147,2986,3308,3203,3095,3219,3110,3147,2986,3308,3203,3095,3219,3110,3147,2986,3308,3203,3095,3219,3110,3147,2986,3308,3203,3095,3219,3110,3147,2986,3308,3203,3095,3219,3110,3147,2986,3308,3203,3095,3219,3110,3147,2986,3308,3203,3095,3219,3110,3147,2986,3308,3203,3095,3219,349
714,894,700,899,793,808,829,714,894,700,899,793,808,829,714,894,700,899,793,808,829,714,894,700,899,793,808,829,714,894,700,899,793,808,829,714,894,700,899,793,808,829,714,894,700,899,793,808,829,714,894,700,899,793,808,829,714,894,700,899,793,808,829,714,894,700,899,793,808,829,714,894,700,899,793,808,829,714,894,700,899,793,808,829,263
1641,1462,1765,1551,1476,1941,1720,1641,1462,1765,1551,1476,1941,1720,1641,1462,1765,1551,1476,1941,1720,1641,1462,1765,1551,1476,1941,1720,1641,1462,1765,1551,1476,1941,1720,1641,1462,1765,1551,1476,1941,1720,1641,1462,1765,1551,1476,1941,1720,1641,1462,1765,1551,1476,1941,1720,1641,1462,1765,1551,1476,1941,1720,1641,1462,1765,1551,1476,1941,1720,1641,1462,1765,1551,1476,1941,1720,1641,1462,1765,1551,1476,1941,1720,369
1667,1690,1494,1878,1696,1682,1691,1667,1690,1494,1878,1696,1682,1691,1667,1690,1494,1878,1696,1682,1691,1667,1690,1494,1878,1696,1682,1691,1667,1690,1494,1878,1696,1682,1691,1667,1690,1494,1878,1696,1682,1691,1667,1690,1494,1878,1696,1682,1691,1667,1690,1494,1878,1696,1682,1691,1667,1690,1494,1878,1696,1682,1691,1667,1690,1494,1878,1696,1682,1691,1667,1690,1494,1878,1696,1682,1691,1667,1690,1494,1878,1696,1682,1691,219
1820,1857,1838,1841,1842,1836,1843,1820,1857,1838,1841,1842,1836,1843,1820,1857,1838,1841,1842,1836,1843,1820,1857,1838,1841,1842,1836,1843,1820,1857,1838,1841,1842,1836,1843,1820,1857,1838,1841,1842,1836,1843,1820,1857,1838,1841,1842,1836,1843,1820,1857,1838,1841,1842,1836,1843,1820,1857,1838,1841,1842,1836,1843,1820,1857,1838,1841,1842,1836,1843,1820,1857,1838,1841,1842,1836,1843,1820,1857,1838,1841,1842,1836,1843,491
5113,5235,5170,5176,5078,5253,5191,5113,5235,5170,5176,5078,5253,5191,5113,5235,5170,5176,5078,5253,5191,5113,5235,5170,5176,5078,5253,5191,5113,5235,5170,5176,5078,5253,5191,5113,5235,5170,5176,5078,5253,5191,5113,5235,5170,5176,5078,5253,5191,5113,5235,5170,5176,5078,5253,5191,5113,5235,5170,5176,5078,5253,5191,5113,5235,5170,5176,5078,5253,5191,5113,5235,5170,5176,5078,5253,5191,5113,5235,5170,5176,5078,5253,5191,406
1774,1521,2029,1796,1692,1857,1791,1774,1521,2029,1796,1692,1857,1791,1774,1521,2029,1796,1692,1857,1791,1774,1521,2029,1796,1692,1857,1791,1774,1521,2029,1796,1692,1857,1791,1774,1521,2029,1796,1692,1857,1791,1774,1521,2029,1796,1692,1857,1791,1774,1521,2029,1796,1692,1857,1791,1774,1521,2029,1796,1692,1857,1791,1774,1521,2029,1796,1692,1857,1791,1774,1521,2029,1796,1692,1857,1791,1774,1521,2029,1796,1692,1857,1791,382
4251,4356,4336,4248,4393,4321,4327,4251,4356,4336,4248,4393,4321,4327,4251,4356,4336,4248,4393,4321,4327,4251,4356,4336,4248,4393,4321,4327,4251,4356,4336,4248,4393,4321,4327,4251,4356,4336,4248,4393,4321,4327,4251,4356,4336,4248,4393,4321,4327,4251,4356,4336,4248,4393,4321,4327,4251,4356,4336,4248,4393,4321,4327,4251,4356,4336,4248,4393,4321,4327,4251,4356,4336,4248,4393,4321,4327,4251,4356,4336,4248,4393,4321,4327,128
554,575,565,565,563,568,565,554,575,565,565,563,568,565,554,575,565,565,563,568,565,554,575,565,565,563,568,565,554,575,565,565,563,568,565,554,575,565,565,563,568,565,554,575,565,565,563,568,565,554,575,565,565,563,568,565,554,575,565,565,563,568,565,554,575,565,565,563,568,565,554,575,565,565,563,568,565,554,575,565,565,563,568,565,69
2661,2735,2740,2581,2668,3209,2987,2661,2735,2740,2581,2668,3209,2987,2661,2735,2740,2581,2668,3209,2987,2661,2735,2740,2581,2668,3209,2987,2661,2735,2740,2581,2668,3209,2987,2661,2735,2740,2581,2668,3209,2987,2661,2735,2740,2581,2668,3209,2987,2661,2735,2740,2581,2668,3209,2987,2661,2735,2740,2581,2668,3209,2987,2661,2735,2740,2581,2668,3209,2987,2661,2735,2740,2581,2668,3209,2987,2661,2735,2740,2581,2668,3209,2987,79
1466,1449,1510,1441,1569,1508,1491,1466,1449,1510,1441,1569,1508,1491,1466,1449,1510,1441,1569,1508,1491,1466,1449,1510,1441,1569,1508,1491,1466,1449,1510,1441,1569,1508,1491,1466,1449,1510,1441,1569,1508,1491,1466,1449,1510,1441,1569,1508,1491,1466,1449,1510,1441,1569,1508,1491,1466,1449,1510,1441,1569,1508,1491,1466,1449,1510,1441,1569,1508,1491,1466,1449,1510,1441,1569,1508,1491,1466,1449,1510,1441,1569,1508,1491,613
2238,2301,2515,2290,2351,2408,2424,2238,2301,2515,2290,2351,2408,2424,2238,2301,2515,2290,2351,2408,2424,2238,2301,2515,2290,2351,2408,2424,2238,2301,2515,2290,2351,2408,2424,2238,2301,2515,2290,2351,2408,2424,2238,2301,2515,2290,2351,2408,2424,2238,2301,2515,2290,2351,2408,2424,2238,2301,2515,2290,2351,2408,2424,2238,2301,2515,2290,2351,2408,2424,2238,2301,2515,2290,2351,2408,2424,2238,2301,2515,2290,2351,2408,2424,461
1262,1265,1277,1246,1289,1269,1269,1262,1265,1277,1246,1289,1269,1269,1262,1265,1277,1246,1289,1269,1269,1262,1265,1277,1246,1289,1269,1269,1262,1265,1277,1246,1289,1269,1269,1262,1265,1277,1246,1289,1269,1269,1262,1265,1277,1246,1289,1269,1269,1262,1265,1277,1246,1289,1269,1269,1262,1265,1277,1246,1289,1269,1269,1262,1265,1277,1246,1289,1269,1269,1262,1265,1277,1246,1289,1269,1269,1262,1265,1277,1246,1289,1269,1269,601
2720,3569,2758,3317,3342,3167,3146,2720,3569,2758,3317,3342,3167,3146,2720,3569,2758,3317,3342,3167,3146,2720,3569,2758,3317,3342,3167,3146,2720,3569,2758,3317,3342,3167,3146,2720,3569,2758,3317,3342,3167,3146,2720,3569,2758,3317,3342,3167,3146,2720,3569,2758,3317,3342,3167,3146,2720,3569,2758,3317,3342,3167,3146,2720,3569,2758,3317,3342,3167,3146,2720,3569,2758,3317,3342,3167,3146,2720,3569,2758,3317,3342,3167,3146,253
1473,1735,1698,1619,1658,1646,1639,1473,1735,1698,1619,1658,1646,1639,1473,1735,1698,1619,1658,1646,1639,1473,1735,1698,1619,1658,1646,1639,1473,1735,1698,1619,1658,1646,1639,1473,1735,1698,1619,1658,1646,1639,1473,1735,1698,1619,1658,1646,1639,1473,1735,1698,1619,1658,1646,1639,1473,1735,1698,1619,1658,1646,1639,1473,1735,1698,1619,1658,1646,1639,1473,1735,1698,1619,1658,1646,1639,1473,1735,1698,1619,1658,1646,1639,19
19240,20096,19571,19426,19984,19668,19691,19240,20096,19571,19426,19984,19668,19691,19240,20096,19571,19426,19984,19668,19691,19240,20096,19571,19426,19984,19668,19691,19240,20096,19571,19426,19984,19668,19691,19240,20096,19571,19426,19984,19668,19691,19240,20096,19571,19426,19984,19668,19691,19240,20096,19571,19426,19984,19668,19691,19240,20096,19571,19426,19984,19668,19691,19240,20096,19571,19426,19984,19668,19691,19240,20096,19571,19426,19984,19668,19691,19240,20096,19571,19426,19984,19668,19691,101
4526,4645,4567,4514,4588,4627,4639,4526,4645,4567,4514,4588,4627,4639,4526,4645,4567,4514,4588,4627,4639,4526,4645,4567,4514,4588,4627,4639,4526,4645,4567,4514,4588,4627,4639,4526,4645,4567,4514,4588,4627,4639,4526,4645,4567,4514,4588,4627,4639,4526,4645,4567,4514,4588,4627,4639,4526,4645,4567,4514,4588,4627,4639,4526,4645,4567,4514,4588,4627,4639,4526,4645,4567,4514,4588,4627,4639,4526,4645,4567,4514,4588,4627,4639,443
1849,2438,2490,2537,2250,2416,2659,1849,2438,2490,2537,2250,2416,2659,1849,2438,2490,2537,2250,2416,2659,1849,2438,2490,2537,2250,2416,2659,1849,2438,2490,2537,2250,2416,2659,1849,2438,2490,2537,2250,2416,2659,1849,2438,2490,2537,2250,2416,2659,1849,2438,2490,2537,2250,2416,2659,1849,2438,2490,2537,2250,2416,2659,1849,2438,2490,2537,2250,2416,2659,1849,2438,2490,2537,2250,2416,2659,1849,2438,2490,2537,2250,2416,2659,385
1290,1046,1461,1521,1269,1839,1429,1290,1046,1461,1521,1269,1839,1429,1290,1046,1461,1521,1269,1839,1429,1290,1046,1461,1521,1269,1839,1429,1290,1046,1461,1521,1269,1839,1429,1290,1046,1461,1521,1269,1839,1429,1290,1046,1461,1521,1269,1839,1429,1290,1046,1461,1521,1269,1839,1429,1290,1046,1461,1521,1269,1839,1429,1290,1046,1461,1521,1269,1839,1429,1290,1046,1461,1521,1269,1839,1429,1290,1046,1461,1521,1269,1839,1429,595
785,1293,22,1552,1327,1262,1041,785,1293,22,1552,1327,1262,1041,785,1293,22,1552,1327,1262,1041,785,1293,22,1552,1327,1262,1041,785,1293,22,1552,1327,1262,1041,785,1293,22,1552,1327,1262,1041,785,1293,22,1552,1327,1262,1041,785,1293,22,1552,1327,1262,1041,785,1293,22,1552,1327,1262,1041,785,1293,22,1552,1327,1262,1041,785,1293,22,1552,1327,1262,1041,785,1293,22,1552,1327,1262,1041,264
1156,1132,1197,1071,1249,1128,1204,1156,1132,1197,1071,1249,1128,1204,1156,1132,1197,1071,1249,1128,1204,1156,1132,1197,1071,1249,1128,1204,1156,1132,1197,1071,1249,1128,1204,1156,1132,1197,1071,1249,1128,1204,1156,1132,1197,1071,1249,1128,1204,1156,1132,1197,1071,1249,1128,1204,1156,1132,1197,1071,1249,1128,1204,1156,1132,1197,1071,1249,1128,1204,1156,1132,1197,1071,1249,1128,1204,1156,1132,1197,1071,1249,1128,1204,586
1587,3035,2613,2387,2280,2571,2457,1587,3035,2613,2387,2280,2571,2457,1587,3035,2613,2387,2280,2571,2457,1587,3035,2613,2387,2280,2571,2457,1587,3035,2613,2387,2280,2571,2457,1587,3035,2613,2387,2280,2571,2457,1587,3035,2613,2387,2280,2571,2457,1587,3035,2613,2387,2280,2571,2457,1587,3035,2613,2387,2280,2571,2457,1587,3035,2613,2387,2280,2571,2457,1587,3035,2613,2387,2280,2571,2457,1587,3035,2613,2387,2280,2571,2457,576
6501,6792,6668,6531,6128,7310,6668,6501,6792,6668,6531,6128,7310,6668,6501,6792,6668,6531,6128,7310,6668,6501,6792,6668,6531,6128,7310,6668,6501,6792,6668,6531,6128,7310,6668,6501,6792,6668,6531,6128,7310,6668,6501,6792,6668,6531,6128,7310,6668,6501,6792,6668,6531,6128,7310,6668,6501,6792,6668,6531,6128,7310,6668,6501,6792,6668,6531,6128,7310,6668,6501,6792,6668,6531,6128,7310,6668,6501,6792,6668,6531,6128,7310,6668,314
2751,2925,2971,2887,2875,2455,3325,2751,2925,2971,2887,2875,2455,3325,2751,2925,2971,2887,2875,2455,3325,2751,2925,2971,2887,2875,2455,3325,2751,2925,2971,2887,2875,2455,3325,2751,2925,2971,2887,2875,2455,3325,2751,2925,2971,2887,2875,2455,3325,2751,2925,2971,2887,2875,2455,3325,2751,2925,2971,2887,2875,2455,3325,2751,2925,2971,2887,2875,2455,3325,2751,2925,2971,2887,2875,2455,3325,2751,2925,2971,2887,2875,2455,3325,274
761,754,700,805,787,764,763,761,754,700,805,787,764,763,761,754,700,805,787,764,763,761,754,700,805,787,764,763,761,754,700,805,787,764,763,761,754,700,805,787,764,763,761,754,700,805,787,764,763,761,754,700,805,787,764,763,761,754,700,805,787,764,763,761,754,700,805,787,764,763,761,754,700,805,787,764,763,761,754,700,805,787,764,763,40
2855,1732,3990,2250,2485,3290,3448,2855,1732,3990,2250,2485,3290,3448,2855,1732,3990,2250,2485,3290,3448,2855,1732,3990,2250,2485,3290,3448,2855,1732,3990,2250,2485,3290,3448,2855,1732,3990,2250,2485,3290,3448,2855,1732,3990,2250,2485,3290,3448,2855,1732,3990,2250,2485,3290,3448,2855,1732,3990,2250,2485,3290,3448,2855,1732,3990,2250,2485,3290,3448,2855,1732,3990,2250,2485,3290,3448,2855,1732,3990,2250,2485,3290,3448,420
663,764,668,839,524,968,745,663,764,668,839,524,968,745,663,764,668,839,524,968,745,663,764,668,839,524,968,745,663,764,668,839,524,968,745,663,764,668,839,524,968,745,663,764,668,839,524,968,745,663,764,668,839,524,968,745,663,764,668,839,524,968,745,663,764,668,839,524,968,745,663,764,668,839,524,968,745,663,764,668,839,524,968,745,10
6854,8660,7674,7915,7740,7884,7790,6854,8660,7674,7915,7740,7884,7790,6854,8660,7674,7915,7740,7884,7790,6854,8660,7674,7915,7740,7884,7790,6854,8660,7674,7915,7740,7884,7790,6854,8660,7674,7915,7740,7884,7790,6854,8660,7674,7915,7740,7884,7790,6854,8660,7674,7915,7740,7884,7790,6854,8660,7674,7915,7740,7884,7790,6854,8660,7674,7915,7740,7884,7790,6854,8660,7674,7915,7740,7884,7790,6854,8660,7674,7915,7740,7884,7790,550
5043,5075,5075,4802,5323,5067,5065,5043,5075,5075,4802,5323,5067,5065,5043,5075,5075,4802,5323,5067,5065,5043,5075,5075,4802,5323,5067,5065,5043,5075,5075,4802,5323,5067,5065,5043,5075,5075,4802,5323,5067,5065,5043,5075,5075,4802,5323,5067,5065,5043,5075,5075,4802,5323,5067,5065,5043,5075,5075,4802,5323,5067,5065,5043,5075,5075,4802,5323,5067,5065,5043,5075,5075,4802,5323,5067,5065,5043,5075,5075,4802,5323,5067,5065,438
6524,6434,6622,5545,5850,8195,6531,6524,6434,6622,5545,5850,8195,6531,6524,6434,6622,5545,5850,8195,6531,6524,6434,6622,5545,5850,8195,6531,6524,6434,6622,5545,5850,8195,6531,6524,6434,6622,5545,5850,8195,6531,6524,6434,6622,5545,5850,8195,6531,6524,6434,6622,5545,5850,8195,6531,6524,6434,6622,5545,5850,8195,6531,6524,6434,6622,5545,5850,8195,6531,6524,6434,6622,5545,5850,8195,6531,6524,6434,6622,5545,5850,8195,6531,100
1205,1380,1173,1220,1351,1447,1364,1205,1380,1173,1220,1351,1447,1364,1205,1380,1173,1220,1351,1447,1364,1205,1380,1173,1220,1351,1447,1364,1205,1380,1173,1220,1351,1447,1364,1205,1380,1173,1220,1351,1447,1364,1205,1380,1173,1220,1351,1447,1364,1205,1380,1173,1220,1351,1447,1364,1205,1380,1173,1220,1351,1447,1364,1205,1380,1173,1220,1351,1447,1364,1205,1380,1173,1220,1351,1447,1364,1205,1380,1173,1220,1351,1447,1364,266
2758,2771,2748,2771,2768,2721,2818,2758,2771,2748,2771,2768,2721,2818,2758,2771,2748,2771,2768,2721,2818,2758,2771,2748,2771,2768,2721,2818,2758,2771,2748,2771,2768,2721,2818,2758,2771,2748,2771,2768,2721,2818,2758,2771,2748,2771,2768,2721,2818,2758,2771,2748,2771,2768,2721,2818,2758,2771,2748,2771,2768,2721,2818,2758,2771,2748,2771,2768,2721,2818,2758,2771,2748,2771,2768,2721,2818,2758,2771,2748,2771,2768,2721,2818,471
3834,3832,3702,4012,3859,3787,3909,3834,3832,3702,4012,3859,3787,3909,3834,3832,3702,4012,3859,3787,3909,3834,3832,3702,4012,3859,3787,3909,3834,3832,3702,4012,3859,3787,3909,3834,3832,3702,4012,3859,3787,3909,3834,3832,3702,4012,3859,3787,3909,3834,3832,3702,4012,3859,3787,3909,3834,3832,3702,4012,3859,3787,3909,3834,3832,3702,4012,3859,3787,3909,3834,3832,3702,4012,3859,3787,3909,3834,3832,3702,4012,3859,3787,3909,442
2839,3334,3459,2946,3521,3219,3221,2839,3334,3459,2946,3521,3219,3221,2839,3334,3459,2946,3521,3219,3221,2839,3334,3459,2946,3521,3219,3221,2839,3334,3459,2946,3521,3219,3221,2839,3334,3459,2946,3521,3219,3221,2839,3334,3459,2946,3521,3219,3221,2839,3334,3459,2946,3521,3219,3221,2839,3334,3459,2946,3521,3219,3221,2839,3334,3459,2946,3521,3219,3221,2839,3334,3459,2946,3521,3219,3221,2839,3334,3459,2946,3521,3219,3221,166
1591,1309,1739,2012,1751,1679,1682,1591,1309,1739,2012,1751,1679,1682,1591,1309,1739,2012,1751,1679,1682,1591,1309,1739,2012,1751,1679,1682,1591,1309,1739,2012,1751,1679,1682,1591,1309,1739,2012,1751,1679,1682,1591,1309,1739,2012,1751,1679,1682,1591,1309,1739,2012,1751,1679,1682,1591,1309,1739,2012,1751,1679,1682,1591,1309,1739,2012,1751,1679,1682,1591,1309,1739,2012,1751,1679,1682,1591,1309,1739,2012,1751,1679,1682,386
3547,3544,3490,3578,3566,3553,3552,3547,3544,3490,3578,3566,3553,3552,3547,3544,3490,3578,3566,3553,3552,3547,3544,3490,3578,3566,3553,3552,3547,3544,3490,3578,3566,3553,3552,3547,3544,3490,3578,3566,3553,3552,3547,3544,3490,3578,3566,3553,3552,3547,3544,3490,3578,3566,3553,3552,3547,3544,3490,3578,3566,3553,3552,3547,3544,3490,3578,3566,3553,3552,3547,3544,3490,3578,3566,3553,3552,3547,3544,3490,3578,3566,3553,3552,121
3061,3172,3001,3149,3297,3134,3138,3061,3172,3001,3149,3297,3134,3138,3061,3172,3001,3149,3297,3134,3138,3061,3172,3001,3149,3297,3134,3138,3061,3172,3001,3149,3297,3134,3138,3061,3172,3001,3149,3297,3134,3138,3061,3172,3001,3149,3297,3134,3138,3061,3172,3001,3149,3297,3134,3138,3061,3172,3001,3149,3297,3134,3138,3061,3172,3001,3149,3297,3134,3138,3061,3172,3001,3149,3297,3134,3138,3061,3172,3001,3149,3297,3134,3138,236
4069,4992,4264,3579,4723,5443,4714,4069,4992,4264,3579,4723,5443,4714,4069,4992,4264,3579,4723,5443,4714,4069,4992,4264,3579,4723,5443,4714,4069,4992,4264,3579,4723,5443,4714,4069,4992,4264,3579,4723,5443,4714,4069,4992,4264,3579,4723,5443,4714,4069,4992,4264,3579,4723,5443,4714,4069,4992,4264,3579,4723,5443,4714,4069,4992,4264,3579,4723,5443,4714,4069,4992,4264,3579,4723,5443,4714,4069,4992,4264,3579,4723,5443,4714,537
907,927,800,934,1018,1038,968,907,927,800,934,1018,1038,968,907,927,800,934,1018,1038,968,907,927,800,934,1018,1038,968,907,927,800,934,1018,1038,968,907,927,800,934,1018,1038,968,907,927,800,934,1018,1038,968,907,927,800,934,1018,1038,968,907,927,800,934,1018,1038,968,907,927,800,934,1018,1038,968,907,927,800,934,1018,1038,968,907,927,800,934,1018,1038,968,270
478,418,679,392,740,630,599,478,418,679,392,740,630,599,478,418,679,392,740,630,599,478,418,679,392,740,630,599,478,418,679,392,740,630,599,478,418,679,392,740,630,599,478,418,679,392,740,630,599,478,418,679,392,740,630,599,478,418,679,392,740,630,599,478,418,679,392,740,630,599,478,418,679,392,740,630,599,478,418,679,392,740,630,599,608
1918,2028,1964,1920,2016,1963,2002,1918,2028,1964,1920,2016,1963,2002,1918,2028,1964,1920,2016,1963,2002,1918,2028,1964,1920,2016,1963,2002,1918,2028,1964,1920,2016,1963,2002,1918,2028,1964,1920,2016,1963,2002,1918,2028,1964,1920,2016,1963,2002,1918,2028,1964,1920,2016,1963,2002,1918,2028,1964,1920,2016,1963,2002,1918,2028,1964,1920,2016,1963,2002,1918,2028,1964,1920,2016,1963,2002,1918,2028,1964,1920,2016,1963,2002,467
2678,2621,2941,2632,2839,2766,2753,2678,2621,2941,2632,2839,2766,2753,2678,2621,2941,2632,2839,2766,2753,2678,2621,2941,2632,2839,2766,2753,2678,2621,2941,2632,2839,2766,2753,2678,2621,2941,2632,2839,2766,2753,2678,2621,2941,2632,2839,2766,2753,2678,2621,2941,2632,2839,2766,2753,2678,2621,2941,2632,2839,2766,2753,2678,2621,2941,2632,2839,2766,2753,2678,2621,2941,2632,2839,2766,2753,2678,2621,2941,2632,2839,2766,2753,383
1224,1591,1282,1374,1528,1479,1415,1224,1591,1282,1374,1528,1479,1415,1224,1591,1282,1374,1528,1479,1415,1224,1591,1282,1374,1528,1479,1415,1224,1591,1282,1374,1528,1479,1415,1224,1591,1282,1374,1528,1479,1415,1224,1591,1282,1374,1528,1479,1415,1224,1591,1282,1374,1528,1479,1415,1224,1591,1282,1374,1528,1479,1415,1224,1591,1282,1374,1528,1479,1415,1224,1591,1282,1374,1528,1479,1415,1224,1591,1282,1374,1528,1479,1415,291
609,724,689,655,687,667,687,609,724,689,655,687,667,687,609,724,689,655,687,667,687,609,724,689,655,687,667,687,609,724,689,655,687,667,687,609,724,689,655,687,667,687,609,724,689,655,687,667,687,609,724,689,655,687,667,687,609,724,689,655,687,667,687,609,724,689,655,687,667,687,609,724,689,655,687,667,687,609,724,689,655,687,667,687,319
4152,3911,4214,5025,4847,4432,4432,4152,3911,4214,5025,4847,4432,4432,4152,3911,4214,5025,4847,4432,4432,4152,3911,4214,5025,4847,4432,4432,4152,3911,4214,5025,4847,4432,4432,4152,3911,4214,5025,4847,4432,4432,4152,3911,4214,5025,4847,4432,4432,4152,3911,4214,5025,4847,4432,4432,4152,3911,4214,5025,4847,4432,4432,4152,3911,4214,5025,4847,4432,4432,4152,3911,4214,5025,4847,4432,4432,4152,3911,4214,5025,4847,4432,4432,252
